code,color,descript,stdcost,price,division,category,season,user4,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,sku,cost,grp,warehouse,memo,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,onhand,onorder,wip,pick,alloc,available,is_actual,active,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,nowip_ats1,nowip_ats2,nowip_ats3,nowip_ats4,nowip_ats5,nowip_ats6,nowip_ats7,nowip_ats8,nowip_ats9,nowip_ats10,nowip_ats11,nowip_ats12,nowip_total,descript
0822,NAVY,2 PC WASHABLE SUIT,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,8,15,21,34,25,24,0,0,0,0,0,0,127,1,0,0,0,126.0000,,1,8.0000,14.0000,21.0000,34.0000,25.0000,24.0000,0,0,0,0,0,0,8,14,21,34,25,24,0,0,0,0,0,0,126,NAVY
0822,PEACH,2 PC WASHABLE SUIT,,39.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,7,11,6,9,11,0,0,0,0,0,0,44,0,0,0,0,44.0000,,1,0,7.0000,11.0000,6.0000,9.0000,11.0000,0,0,0,0,0,0,0,7,11,6,9,11,0,0,0,0,0,0,44,PEACH
0822W,NAVY,2 PC WASHABLE SUIT,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,11,18,17,19,19,20,12,0,0,0,116,0,0,0,0,116.0000,,1,0,0,11.0000,18.0000,17.0000,19.0000,19.0000,20.0000,12.0000,0,0,0,0,0,11,18,17,19,19,20,12,0,0,0,116,NAVY
0822W,PEACH,2 PC WASHABLE SUIT,,39.0000,W2,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,12,12,13,22,16,15,0,0,0,0,90,1,0,0,0,89.0000,,1,0,0,11.0000,12.0000,13.0000,22.0000,16.0000,15.0000,0,0,0,0,0,0,11,12,13,22,16,15,0,0,0,0,89,PEACH
0823,BLK,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,6,19,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27.0000,,1,6.0000,19.0000,2.0000,0,0,0,0,0,0,0,0,0,6,19,2,0,0,0,0,0,0,0,0,0,27,BLACK
0823,CHOCO,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,9,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,10.0000,,1,0,9.0000,0,0,1.0000,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,10,CHOCOLATE
0823,NAVY,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,19,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,28.0000,,1,1.0000,19.0000,0,0,0,8.0000,0,0,0,0,0,0,1,19,0,0,0,8,0,0,0,0,0,0,28,NAVY
0823,PURPLE,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,15,15,31,18,28,25,0,0,0,0,0,0,132,0,0,0,0,132.0000,,1,15.0000,15.0000,31.0000,18.0000,28.0000,25.0000,0,0,0,0,0,0,15,15,31,18,28,25,0,0,0,0,0,0,132,PURPLE
0823,RED,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,14,12,10,18,11,0,0,0,0,0,0,69,0,0,0,0,69.0000,,1,4.0000,14.0000,12.0000,10.0000,18.0000,11.0000,0,0,0,0,0,0,4,14,12,10,18,11,0,0,0,0,0,0,69,RED
0823,RYL,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,7,13,6,8,12,12,0,0,0,0,0,0,58,0,0,0,0,58.0000,,1,7.0000,13.0000,6.0000,8.0000,12.0000,12.0000,0,0,0,0,0,0,7,13,6,8,12,12,0,0,0,0,0,0,58,ROYAL
0823,SIL,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,10,21,0,14,20,0,0,0,0,0,0,65,0,0,0,0,65.0000,,1,0,10.0000,21.0000,0,14.0000,20.0000,0,0,0,0,0,0,0,10,21,0,14,20,0,0,0,0,0,0,65,SILVER
0823,WHT,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,1,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11.0000,,1,4.0000,1.0000,0,0,0,6.0000,0,0,0,0,0,0,4,1,0,0,0,6,0,0,0,0,0,0,11,WHITE
0823W,BLK,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,1,0,12,12,10,0,35,0,0,0,0,35.0000,,1,0,0,0,0,0,0,1.0000,0,12.0000,12.0000,10.0000,0,0,0,0,0,0,0,1,0,12,12,10,0,35,BLACK
0823W,CHOCO,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,4,4,8,0,2,1,9,0,0,0,28,0,0,0,0,28.0000,,1,0,0,4.0000,4.0000,8.0000,0,2.0000,1.0000,9.0000,0,0,0,0,0,4,4,8,0,2,1,9,0,0,0,28,CHOCOLATE
0823W,NAVY,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,14,13,12,24,19,28,12,8,0,130,0,0,0,0,130.0000,,1,0,0,0,14.0000,13.0000,12.0000,24.0000,19.0000,28.0000,12.0000,8.0000,0,0,0,0,14,13,12,24,19,28,12,8,0,130,NAVY
0823W,PURPLE,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,15,25,27,29,31,26,22,11,11,0,197,0,0,0,0,197.0000,,1,0,0,15.0000,25.0000,27.0000,29.0000,31.0000,26.0000,22.0000,11.0000,11.0000,0,0,0,15,25,27,29,31,26,22,11,11,0,197,PURPLE
0823W,RED,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,10,11,17,11,14,14,9,0,0,0,86,0,0,0,0,86.0000,,1,0,0,10.0000,11.0000,17.0000,11.0000,14.0000,14.0000,9.0000,0,0,0,0,0,10,11,17,11,14,14,9,0,0,0,86,RED
0823W,RYL,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,9,11,10,8,13,17,16,0,0,0,84,0,0,0,0,84.0000,,1,0,0,9.0000,11.0000,10.0000,8.0000,13.0000,17.0000,16.0000,0,0,0,0,0,9,11,10,8,13,17,16,0,0,0,84,ROYAL
0823W,SIL,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,1,10,5,12,17,2,12,0,0,0,59,0,0,0,0,59.0000,,1,0,0,1.0000,10.0000,5.0000,12.0000,17.0000,2.0000,12.0000,0,0,0,0,0,1,10,5,12,17,2,12,0,0,0,59,SILVER
0823W,WHT,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,1,4,6,0,5,15,13,5,7,0,56,0,0,0,0,56.0000,,1,0,0,1.0000,4.0000,6.0000,0,5.0000,15.0000,13.0000,5.0000,7.0000,0,0,0,1,4,6,0,5,15,13,5,7,0,56,WHITE
0824,BLK,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,10,8,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20.0000,,1,10.0000,8.0000,2.0000,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,20,BLACK
0824,BLK #1835,3 PC WASHABLE SUIT,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,9,18,28,23,28,0,0,0,0,0,0,106,2,0,0,2,104.0000,,1,0,9.0000,18.0000,28.0000,22.0000,27.0000,0,0,0,0,0,0,0,9,18,28,22,27,0,0,0,0,0,0,104,BLACK
0824,CRAN,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,5,15,22,19,19,21,0,0,0,0,0,0,101,0,0,0,0,101.0000,,1,5.0000,15.0000,22.0000,19.0000,19.0000,21.0000,0,0,0,0,0,0,5,15,22,19,19,21,0,0,0,0,0,0,101,CRANBERRY
0824,PLUM,3 PC WASHABLE SUIT,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,2,6,6,6,9,0,0,0,0,0,0,29,0,0,0,0,29.0000,,1,0,2.0000,6.0000,6.0000,6.0000,9.0000,0,0,0,0,0,0,0,2,6,6,6,9,0,0,0,0,0,0,29,PLUM
0824,RYL,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,9,2,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19.0000,,1,4.0000,9.0000,2.0000,0,0,4.0000,0,0,0,0,0,0,4,9,2,0,0,4,0,0,0,0,0,0,19,ROYAL
0824,RYL #1835,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,6,15,20,30,29,30,0,0,0,0,0,0,130,0,0,0,0,130.0000,,1,6.0000,15.0000,20.0000,30.0000,29.0000,30.0000,0,0,0,0,0,0,6,15,20,30,29,30,0,0,0,0,0,0,130,ROYAL
0824,SIL,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,8,13,17,14,20,0,0,0,0,0,0,72,0,0,0,0,72.0000,,1,0,8.0000,13.0000,17.0000,14.0000,20.0000,0,0,0,0,0,0,0,8,13,17,14,20,0,0,0,0,0,0,72,SILVER
0824W,BLK,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,0,0,5,5,14,0,0,0,24,1,0,1.0000,0,23.0000,,1,0,0,0,0,0,0,4.0000,5.0000,14.0000,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,23,BLACK
0824W,BLK #1835,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,18,23,30,32,14,18,9,9,0,0,153,1,0,0,0,152.0000,,1,0,0,18.0000,22.0000,30.0000,32.0000,14.0000,18.0000,9.0000,9.0000,0,0,0,0,18,22,30,32,14,18,9,9,0,0,152,BLACK
0824W,CRAN,3 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,16,19,20,19,16,15,11,0,0,0,116,0,0,0,0,116.0000,,1,0,0,16.0000,19.0000,20.0000,19.0000,16.0000,15.0000,11.0000,0,0,0,0,0,16,19,20,19,16,15,11,0,0,0,116,CRANBERRY
0824W,RYL,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,6,0,0,0,9,11,6,0,0,0,32,0,0,0,0,32.0000,,1,0,0,6.0000,0,0,0,9.0000,11.0000,6.0000,0,0,0,0,0,6,0,0,0,9,11,6,0,0,0,32,ROYAL
0824W,RYL #1835,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,20,35,35,35,20,20,15,10,0,0,190,0,0,0,0,190.0000,,1,0,0,20.0000,35.0000,35.0000,35.0000,20.0000,20.0000,15.0000,10.0000,0,0,0,0,20,35,35,35,20,20,15,10,0,0,190,ROYAL
0824W,SIL,3 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,16,19,16,19,10,13,8,0,0,0,101,0,0,0,0,101.0000,,1,0,0,16.0000,19.0000,16.0000,19.0000,10.0000,13.0000,8.0000,0,0,0,0,0,16,19,16,19,10,13,8,0,0,0,101,SILVER
0824W,WHT,3 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,9,14,14,3,6,7,4,0,0,0,57,1,0,0,1,56.0000,,1,0,0,9.0000,14.0000,14.0000,3.0000,6.0000,6.0000,4.0000,0,0,0,0,0,9,14,14,3,6,6,4,0,0,0,56,WHITE
0825,BLK,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,13,13,24,29,20,13,0,0,0,0,0,0,112,0,0,0,0,112.0000,,1,13.0000,13.0000,24.0000,29.0000,20.0000,13.0000,0,0,0,0,0,0,13,13,24,29,20,13,0,0,0,0,0,0,112,BLACK
0825,CHOCO,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,10,14,22,29,23,18,0,0,0,0,0,0,116,0,0,0,0,116.0000,,1,10.0000,14.0000,22.0000,29.0000,23.0000,18.0000,0,0,0,0,0,0,10,14,22,29,23,18,0,0,0,0,0,0,116,CHOCOLATE
0825,WHT,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,7,20,16,22,16,27,0,0,0,0,0,0,108,0,0,0,0,108.0000,,1,7.0000,20.0000,16.0000,22.0000,16.0000,27.0000,0,0,0,0,0,0,7,20,16,22,16,27,0,0,0,0,0,0,108,WHITE
0825W,BLK,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,10,19,17,11,24,13,7,0,0,0,101,0,0,0,0,101.0000,,1,0,0,10.0000,19.0000,17.0000,11.0000,24.0000,13.0000,7.0000,0,0,0,0,0,10,19,17,11,24,13,7,0,0,0,101,BLACK
0825W,CHOCO,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,14,30,27,28,29,19,13,0,0,0,160,0,0,0,0,160.0000,,1,0,0,14.0000,30.0000,27.0000,28.0000,29.0000,19.0000,13.0000,0,0,0,0,0,14,30,27,28,29,19,13,0,0,0,160,CHOCOLATE
0825W,WHT,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,5,26,12,20,22,14,4,0,0,0,103,0,0,0,0,103.0000,,1,0,0,5.0000,26.0000,12.0000,20.0000,22.0000,14.0000,4.0000,0,0,0,0,0,5,26,12,20,22,14,4,0,0,0,103,WHITE
0826,BLK,2 PC WASHABLE SUIT,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,10,12,22,33,31,24,0,0,0,0,0,0,132,0,0,0,0,132.0000,,1,10.0000,12.0000,22.0000,33.0000,31.0000,24.0000,0,0,0,0,0,0,10,12,22,33,31,24,0,0,0,0,0,0,132,BLACK
0826W,BLK,2 PC WASHABLE SUIT,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,14,17,24,24,20,20,14,0,0,0,133,0,0,0,0,133.0000,,1,0,0,14.0000,17.0000,24.0000,24.0000,20.0000,20.0000,14.0000,0,0,0,0,0,14,17,24,24,20,20,14,0,0,0,133,BLACK
0867,BLK,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,12,19,29,14,19,0,0,0,0,0,0,93,0,0,0,0,93.0000,,1,0,12.0000,19.0000,29.0000,14.0000,19.0000,0,0,0,0,0,0,0,12,19,29,14,19,0,0,0,0,0,0,93,BLACK
0867,CHOCO,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,13,25,38,24,28,0,0,0,0,0,0,128,0,0,0,0,128.0000,,1,0,13.0000,25.0000,38.0000,24.0000,28.0000,0,0,0,0,0,0,0,13,25,38,24,28,0,0,0,0,0,0,128,CHOCOLATE
0867,WHT,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,1,0,5,14,10,0,0,0,0,0,0,30,0,0,0,0,30.0000,,1,0,1.0000,0,5.0000,14.0000,10.0000,0,0,0,0,0,0,0,1,0,5,14,10,0,0,0,0,0,0,30,WHITE
0867W,BLK,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,0,0,1,15,1,0,0,0,17,0,0,0,0,17.0000,,1,0,0,0,0,0,0,1.0000,15.0000,1.0000,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,17,BLACK
0867W,CHOCO,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,17,33,29,24,28,19,12,0,0,0,162,0,0,0,0,162.0000,,1,0,0,17.0000,33.0000,29.0000,24.0000,28.0000,19.0000,12.0000,0,0,0,0,0,17,33,29,24,28,19,12,0,0,0,162,CHOCOLATE
0867W,WHT,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,1,14,0,2,11,17,11,0,0,0,56,0,0,0,0,56.0000,,1,0,0,1.0000,14.0000,0,2.0000,11.0000,17.0000,11.0000,0,0,0,0,0,1,14,0,2,11,17,11,0,0,0,56,WHITE
0875,PEACOCK,3 PCS SET,,49.0000,M1,SUIT,17SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,4,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8.0000,,1,0,4.0000,4.0000,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,PEACOCK
0877,NAVY,3 PC SET,,49.0000,M5,SUIT,18SP,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,9,17,32,30,21,14,0,0,0,0,0,0,123,0,0,0,0,123.0000,,1,9.0000,17.0000,32.0000,30.0000,21.0000,14.0000,0,0,0,0,0,0,9,17,32,30,21,14,0,0,0,0,0,0,123,NAVY
0877,WHT,3 PC SET,,49.0000,M5,SUIT,18SP,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,13,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18.0000,,1,1.0000,13.0000,4.0000,0,0,0,0,0,0,0,0,0,1,13,4,0,0,0,0,0,0,0,0,0,18,WHITE
0877W,NAVY,3 PC SET,,49.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,13,25,21,20,19,16,11,0,0,0,125,0,0,0,0,125.0000,,1,0,0,13.0000,25.0000,21.0000,20.0000,19.0000,16.0000,11.0000,0,0,0,0,0,13,25,21,20,19,16,11,0,0,0,125,NAVY
0877W,WHT,3 PC SET,,49.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,2,8,4,17,0,0,8,0,0,0,39,1,0,0,0,38.0000,,1,0,0,2.0000,7.0000,4.0000,17.0000,0,0,8.0000,0,0,0,0,0,2,7,4,17,0,0,8,0,0,0,38,WHITE
0886,RYL/BLK,,,39.0000,M1,SUIT,CO,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,4.0000,,1,0,2.0000,0,0,0,2.0000,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,ROYAL/BLACK
0886W,RYL/BLK,,,39.0000,W3,SUIT,CO,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,0,9,8,10,11,0,0,0,38,0,0,0,0,38.0000,,1,0,0,0,0,0,9.0000,8.0000,10.0000,11.0000,0,0,0,0,0,0,0,0,9,8,10,11,0,0,0,38,ROYAL/BLACK
0888,SAPP/TEAL,2 PC SET,,39.0000,M5,SUIT,17FA,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,8,13,13,13,29,16,0,0,0,0,0,0,92,2,0,2.0000,0,90.0000,,1,8.0000,13.0000,13.0000,11.0000,29.0000,16.0000,0,0,0,0,0,0,8,13,13,11,29,16,0,0,0,0,0,0,90,SAPPHIRE/TEAL
0888,SIL,2 PC SET,,39.0000,M5,SUIT,17FA,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,10,4,8,16,2,6,0,0,0,0,0,0,46,0,0,0,0,46.0000,,1,10.0000,4.0000,8.0000,16.0000,2.0000,6.0000,0,0,0,0,0,0,10,4,8,16,2,6,0,0,0,0,0,0,46,SILVER
0888,WHT,2 PC SET,,39.0000,M5,SUIT,17FA,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,13,5,0,0,10,0,0,0,0,0,0,0,28,0,0,0,0,28.0000,,1,13.0000,5.0000,0,0,10.0000,0,0,0,0,0,0,0,13,5,0,0,10,0,0,0,0,0,0,0,28,WHITE
0888W,SAPP/TEAL,2 PC SET,,39.0000,W6,SUIT,17FA,N,,,,,,,,,,,,,,,,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,0,13,12,28,6,1,0,0,0,0,60,0,0,0,0,60.0000,,1,0,0,0,13.0000,12.0000,28.0000,6.0000,1.0000,0,0,0,0,0,0,0,13,12,28,6,1,0,0,0,0,60,SAPPHIRE/TEAL
0888W,WHT,2 PC SET,,39.0000,W6,SUIT,17FA,N,,,,,,,,,,,,,,,,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,11.0000,,1,0,0,0,0,0,11.0000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,WHITE
0889,AQUA BLUE,2 PC SET,,45.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,10,25,32,33,29,0,0,0,0,0,0,129,0,0,0,0,129.0000,,1,0,10.0000,25.0000,32.0000,33.0000,29.0000,0,0,0,0,0,0,0,10,25,32,33,29,0,0,0,0,0,0,129,AQUA BLUE
0889,CORAL PINK,2 PC SET,,45.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,14,23,32,32,29,0,0,0,0,0,0,130,0,0,0,0,130.0000,,1,0,14.0000,23.0000,32.0000,32.0000,29.0000,0,0,0,0,0,0,0,14,23,32,32,29,0,0,0,0,0,0,130,CORAL PINK
0889,WHT,2 PC SET,,45.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,12,29,38,36,34,0,0,0,0,0,0,149,0,0,0,0,149.0000,,1,0,12.0000,29.0000,38.0000,36.0000,34.0000,0,0,0,0,0,0,0,12,29,38,36,34,0,0,0,0,0,0,149,WHITE
0889W,AQUA BLUE,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,24,32,34,32,30,27,12,0,0,0,191,0,0,0,0,191.0000,,1,0,0,24.0000,32.0000,34.0000,32.0000,30.0000,27.0000,12.0000,0,0,0,0,0,24,32,34,32,30,27,12,0,0,0,191,AQUA BLUE
0889W,CORAL PINK,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,25,34,33,32,31,28,15,0,0,0,198,0,0,0,0,198.0000,,1,0,0,25.0000,34.0000,33.0000,32.0000,31.0000,28.0000,15.0000,0,0,0,0,0,25,34,33,32,31,28,15,0,0,0,198,CORAL PINK
0889W,WHT,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,24,37,33,38,34,29,13,0,0,0,208,0,0,0,0,208.0000,,1,0,0,24.0000,37.0000,33.0000,38.0000,34.0000,29.0000,13.0000,0,0,0,0,0,24,37,33,38,34,29,13,0,0,0,208,WHITE
0895,B. ORANGE,3 PC SET,,49.0000,M1,SUIT,17FA,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,4,11,3,14,2,0,0,0,0,0,0,34,0,0,0,0,34.0000,,1,0,4.0000,11.0000,3.0000,14.0000,2.0000,0,0,0,0,0,0,0,4,11,3,14,2,0,0,0,0,0,0,34,BURNT ORANGE
0895,SIL,3 PC SET,,49.0000,M1,SUIT,17FA,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,1,7,2,15,0,0,0,0,0,0,0,25,1,0,1.0000,0,24.0000,,1,0,1.0000,7.0000,2.0000,14.0000,0,0,0,0,0,0,0,0,1,7,2,14,0,0,0,0,0,0,0,24,SILVER
0895,WHT,3 PC SET,,49.0000,M1,SUIT,17FA,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,8,12,1,12,6,0,0,0,0,0,0,39,0,0,0,0,39.0000,,1,0,8.0000,12.0000,1.0000,12.0000,6.0000,0,0,0,0,0,0,0,8,12,1,12,6,0,0,0,0,0,0,39,WHITE
