Name,Address,City,State,Zip
St Hyacinths Catholic Church,719 Evesham Ave,Toledo,OH,43607
St Joan of Arc Parish,5856 Heatherdowns Blvd,Toledo,OH,43614
St John the Baptist Catholic,5153 N Summit St,Toledo,OH,43611
St Jude Church,5924 Bridgetown Rd,Cincinnati,OH,45248
St Louis Catholic Church,PO Box 125,Custar,OH,43511
St Martin De Porres,9913 Wayne Ave,Cincinnati,OH,45215
St Patrick Historic Dowtown,130 Avondale Ave,Toledo,OH,43604
St Patrick of Heatherdowns,4201 Heatherdowns Blvd,Toledo,OH,43614
St Peter ,180 Belvedere Ave NE,Warren,OH,44483
St Pius X Church,1401 Moncrest Dr NW,Warren,OH,44485
St Stephen's Church,1930 W 54th St,Cleveland,OH,44102
St Thomas Aquinas Rectory,729 White St,Toledo,OH,43605
St Vincent De Paul,1035 Woodward Ave,Toledo,OH,43608
Hampton Park Christian Church,4234 Monroe St,Toledo,OH,43606
Church of Christ Glass City,901 Hoag St,Toledo,OH,43607
Church of Christ of Flanders,5130 Flanders Rd,Toledo,OH,43623
All Saints Episcopal Church,5101 Johnstown Rd,New Albany,OH,43054
St Marks Episcopal Church,2272 Collingwood Blvd,Toledo,OH,43620
St Matthew's Episcopal Church,9549 Highland Dr,Cleveland,OH,44141
St Michael's Episcopal Church,4718 Brittany Rd,Toledo,OH,43615
Trinity Episcopal Church,76 E Main St,Newark,OH,43055
Berean Fellowship-the Church,4212 Onondaga Ave,Toledo,OH,43611
First Alliance Church,1955 Hopley Ave,Bucyrus,OH,44820
First Church of God,3616 State Route 39,Shelby,OH,44875
Trinity Church of the Nazarene,4930 Flanders Rd,Toledo,OH,43623
Westgate Chapel C ,2500 Wilford Dr,Toledo,OH,43615
Calvary Bible Chapel,3740 W Alexis Rd,Toledo,OH,43623
Congregation B'Nai Israel,2727 Kenwood Blvd,Toledo,OH,43606
Congregation Etz Chayim,3853 Woodley Rd,Toledo,OH,43606
All Saints Lutheran Church,7230 Columbia Rd,Olmsted Falls,OH,44138
Augsburg Lutheran Church,11676 Hamilton Ave,Cincinnati,OH,45231
Bethany Lutheran Church,PO Box 3036,Ashtabula,OH,44005
Bethel Lutheran Church,PO Box 207,Bath,OH,44210
Bethlehem Lutheran Church,PO Box 344,Pemberville,OH,43450
Christ Lutheran Church,2314 E Main St,Bexley,OH,43209
Epiphany Lutheran Church,268 Hill Rd N,Pickerington,OH,43147
Faith Lutheran Church Elca,2726 W Market St,Fairlawn,OH,44333
First English Lutheran Church,94 Long St,Ashville,OH,43103
First St John's Lutheran Chr,2471 Seaman St,Toledo,OH,43605
Glenwood Lutheran Church,2545 Monroe St,Toledo,OH,43620
Good Shepherd Lutheran Church,1209 S Miami St,West Milton,OH,45383
Grace Lutheran Church,PO Box 115,Luckey,OH,43443
Holy Cross Lutheran Church,3050 McMackin Rd,Madison,OH,44057
Holy Trinity Lutheran Church,1600 Pearl Rd,Brunswick,OH,44212
Hope Lutheran Church,4792 Oster Rd,Sheffield Village,OH,44054
Martin Luther Lutheran Church,701 Walnut Ave NE,Canton,OH,44702
Memorial Lutheran Church,3215 Douglas Rd,Toledo,OH,43606
Messiah Lutheran Church,4920 Fairport Rd,Newton Falls,OH,44444
Our Saviour Lutheran Church,2820 W Alexis Rd,Toledo,OH,43613
Redeemer Lutheran Church,2141 5th St,Cuyahoga Falls,OH,44221
Reformation Lutheran Church,37900 Lake Shore Blvd,Willoughby,OH,44094
St James Lutheran Church,451 Caldwell St,Bradner,OH,43406
St John's Lutheran Church,PO Box 279,Stony Ridge,OH,43463
St Lucas Lutheran Church,745 Walbridge Ave,Toledo,OH,43609
St Mark's Lutheran Church,302 E Pearl St,Wapakoneta,OH,45895
St Paul's Lutheran Church,PO Box 9,North Robinson,OH,44856
St Petri Lutheran Church,3120 S Byrne Rd,Toledo,OH,43614
Trinity Lutheran Church,410 Taylor St,Delta,OH,43515
Zion Lutheran Church Wels,3360 Nebraska Ave,Toledo,OH,43607
Aldersgate United Methodist,5464 Troy Pike,Huber Heights,OH,45424
Asbury United Methodist Church,PO Box 7,Sandyville,OH,44671
Braden United Methodist Church,2013 Lawrence Ave,Toledo,OH,43606
Church of the Cross Methodist,1806 Cass Rd,Toledo,OH,43614
Collingwood United Methodist,701 Phillips Ave,Toledo,OH,43612
Emanual United Methodist Chr,7715 W Bancroft St,Toledo,OH,43617
Epworth United Methodist Chr,216 Hopley Ave,Bucyrus,OH,44820
Hope United Methodist Church,PO Box 2815,Whitehouse,OH,43571
Monroe Street United Methodist,3613 Monroe St,Toledo,OH,43606
Ottawa River United Methodist,5824 Viramar Rd,Toledo,OH,43611
Phillips Temple Cme Church,2050 Germantown St,Dayton,OH,45408
Riverpoint Ministries,2862 131st St,Toledo,OH,43611
St Andrew United Methodist Chr,350 N Fairfield Rd,Dayton,OH,45430
Trilby United Methodist Church,5918 Secor Rd,Toledo,OH,43623
Unity United Methodist Church,441 Oakdale Ave,Toledo,OH,43605
Upton United Methodist Church,3611 Upton Ave,Toledo,OH,43613
Zion United Methodist Church,4980 Zion Rd,Cleves,OH,45002
Church of All Worlds,960 Berry St,Toledo,OH,43605
Cornerstone Church,PO Box 351690,Toledo,OH,43635
First Church Unity,3535 Executive Pky,Toledo,OH,43606
Grace Church,3700 Dorr St,Toledo,OH,43607
Love Fellowship Church,PO Box 2452,Toledo,OH,43606
Washington Church,3925 W Central Ave,Toledo,OH,43606
Westside Community Church,6045 W Bancroft St,Toledo,OH,43615
Holy Trinity Greek Orthodox,PO Box 788,Steubenville,OH,43952
Bible Temple Family Worship,1664 Wayne St,Toledo,OH,43609
Bibleway Temple,2335 Collingwood Blvd,Toledo,OH,43620
First Apostolic Church,PO Box 123,Tallmadge,OH,44278
Friendship Baptist Church,1954 Brier St SE,Warren,OH,44484
St James Holiness Church-God,3319 Nebraska Ave,Toledo,OH,43607
True Church of God-Apostolic,PO Box 1065,Toledo,OH,43697
Vineyard Fellowship,1019 N Reynolds Rd,Toledo,OH,43615
Calvin United Church of Christ,1946 Bakewell St,Toledo,OH,43605
Christ Presbyterian Church,530 Tuscarawas St W,Canton,OH,44702
Collingwood Presbyterian Chr,2108 Collingwood Blvd,Toledo,OH,43620
Eastminster United Presby Chr,725 Navarre Ave,Toledo,OH,43605
Fairgreen Presbyterian Church,3220 W Laskey Rd,Toledo,OH,43613
Faith Community United Church,1201 S Byrne Rd,Toledo,OH,43614
First Congregational Church,47 Aurora St,Hudson,OH,44236
Glendale Presbyterian Church,155 E Fountain Ave,Cincinnati,OH,45246
Grace Presbyterian Church,7 N 4th St,Martins Ferry,OH,43935
Mayfair Plymouth Cngrgtnl Chr,5253 Bennett Rd,Toledo,OH,43612
Memorial United Church-Christ,PO Box 8188,Toledo,OH,43605
Park Church,1456 Harvard Blvd,Toledo,OH,43614
Point Place United Church,4920 297th St,Toledo,OH,43611
United Church of Christ,PO Box 339,New Knoxville,OH,45871
United Church Of God,555 Techne Center Dr,Milford,OH,45150
True Church Of God-apostolic,2146 N 12th St,Toledo,OH,43620
Abram D F,933 Ranch Dr,Toledo,OH,43607
Abundant Life Ministries,290 Churchill Hubbard Rd,Youngstown,OH,44505
Active Christians Today,612 E Wooster St,Bowling Green,OH,43402
Addiction Services Kwik Assess,2651 Cheltenham Rd,Toledo,OH,43606
Alexis Congregational Church,6202 N Detroit Ave,Toledo,OH,43612
All Nations Community Church,5260 Hill Ave,Toledo,OH,43615
Akron Seventh Day Adventist,655 E Waterloo Rd,Akron,OH,44306
Akron Baptist Temple,2324 Manchester Rd,Akron,OH,44314
Antioch Baptist Church,PO Box 20190,Canton,OH,44701
Chapel of Prayer Baptist Chr,1811 Brittain Rd,Akron,OH,44310
Community Baptist Temple,1398 Canton Rd,Akron,OH,44312
Firestone Park Bapt Church,310 E Wilbeth Rd,Akron,OH,44301
First Bapt Church of Kenmore,2330 East Ave,Akron,OH,44314
Goodyear Heights Baptist Chr,1767 Goodyear Blvd,Akron,OH,44305
Grace Baptist Church,3289 Laurel Rd,Brunswick,OH,44212
Greater Bethel Baptist Church,PO Box 7340,Akron,OH,44306
Millheim Baptist Church,2661 Hayne Rd,Akron,OH,44312
Mount Olive Baptist Church,1180 Slosson St,Akron,OH,44320
Mt Zion Baptist Church,221 N 7th St,Steubenville,OH,43952
New Hope Baptist Church,1154 Pennsylvania Ave,East Liverpool,OH,43920
New Trinity Missionary Baptist,1380 Hartford Ave,Akron,OH,44320
Peoples Baptist Church,PO Box 817,Brunswick,OH,44212
Prince of Peace Baptist Church,844 Garth Ave,Akron,OH,44320
Second Baptist Church,717 Adams St,Steubenville,OH,43952
Shiloh Baptist Church,238 Bright Ave,Campbell,OH,44405
Springfield Baptist Church,1920 Krumroy Rd,Akron,OH,44312
St Thomas Baptist Church,670 Raymond St,Akron,OH,44307
United Baptist Church,900 Lexington Ave,Dayton,OH,45402
Faith United Methodist Church,15 W Columbus St,Canal Winchester,OH,43110
Springfield Church of-Brethren,3500 Albrecht Ave,Akron,OH,44312
Annunciation Church,3547 Clifton Ave,Cincinnati,OH,45220
Guardian Angels Catholic Chr,Massillon Rd,Akron,OH,44306
Immaculate Conception Church,1021 Riverside Ave,Wellsville,OH,43968
Nativity of the Lord Jesus Chr,2425 Myersville Rd,Akron,OH,44312
St Anthony's Church,630 Main St,Martins Ferry,OH,43935
St John's Catholic Church,331 E 2nd St,Delphos,OH,45833
St Martha's Church,300 E Tallmadge Ave,Akron,OH,44310
St Matthew's Church,2603 Benton Ave,Akron,OH,44312
St Paul's Catholic Church,241 S Main St,North Canton,OH,44720
St Sebastian Church,476 Mull Ave,Akron,OH,44320
St Vincent's Catholic School,164 W Market St,Akron,OH,44303
Firestone Park Christian,40 E Wilbeth Rd,Akron,OH,44301
High Street Christian Church,131 S High St,Akron,OH,44308
Kenmore Church of Christ,1900 East Ave,Akron,OH,44314
New Horizons Christian Church,290 Darrow Rd,Akron,OH,44305
South Akron Church of Christ,1828 Marigold Ave,Akron,OH,44301
Brown St Church of Christ,1835 Brown St,Akron,OH,44301
Hope Cafe Ministry,335 E South St,Akron,OH,44311
Lakeview Christian Church,4613 S Main St,Akron,OH,44319
St Paul's Episcopal Church,798 S Coy Rd,Oregon,OH,43616
Arlington Church of-Nazarene,1057 Triplett Blvd,Akron,OH,44306
Cornerstone Free Methodist Chr,578 Killian Rd,Akron,OH,44319
Ellet Community Church of God,2700 Priscilla Ave,Akron,OH,44312
Kenmore Church of the Nazarene,2025 12th St SW,Akron,OH,44314
Riverside Alliance Church,2433 S Main St,Akron,OH,44319
Southeast Church of Nazarene,771 Dunbar Dr,Akron,OH,44311
Wintergreen Ledges Church-God,1889 Wooster Ave,Akron,OH,44320
Goss Memorial Church,2247 11th St SW,Akron,OH,44314
Beth El Congregation,464 S Hawkins Ave,Akron,OH,44320
Temple Israel,333 25th St NW,Canton,OH,44709
Concordia Lutheran Church,6705 Brecksville Rd,Independence,OH,44131
Hope Luth Church Portage Lakes,999 Portage Lakes Dr,Akron,OH,44319
Lutheran Church,833 Carroll St,Akron,OH,44305
St John-St Paul Lutheran Chr,282 W Bowery St,Akron,OH,44307
Zion Lutheran Church-Lcms,139 S High St,Akron,OH,44308
Centenary United Methodist Chr,40 S Market St,East Palestine,OH,44413
Christ United Methodist Church,PO Box 218,Portage,OH,43451
Church of the Good Shepherd,23599 Cedar Rd,Cleveland,OH,44122
Church of the Master United,800 E Market St,Akron,OH,44305
Cottage Grove Evangelical Chr,3133 Cottage Grove Rd,Akron,OH,44319
Firestone Park United Meth,250 N Firestone Blvd,Akron,OH,44301
First United Methodist Church,110 S London St,Mt Sterling,OH,43143
Goodyear Hts United Methodist,1690 Hillside Ter,Akron,OH,44305
Green Valley United Methodist,620 E Turkeyfoot Lake Rd,Akron,OH,44319
Holy Trinity United Methodist,1127 Copley Rd,Akron,OH,44320
Lakemore United Methodist Chr,1536 Flickinger Rd,Akron,OH,44312
Lockwood United Methodist Chr,3680 Manchester Rd,Akron,OH,44319
Manchester United Methodist,5625 Manchester Rd,Akron,OH,44319
Montrose Zion United Methodist,565 N Cleveland Massillon Rd,Akron,OH,44333
Park United Methodist Church,2308 24th St SW,Akron,OH,44314
Phillip's Chapel Cme Church,413 Iroquois Ave,Akron,OH,44305
Redeemer United Methodist Chr,265 E Cuyahoga Falls Ave,Akron,OH,44310
South Arlington United Meth,790 S Arlington St,Akron,OH,44306
St John Christian Methodist,1233 S Hawkins Ave,Akron,OH,44320
St Joseph Melkite Catholic Chr,610 W Exchange St,Akron,OH,44302
Wedgewood United Methodist,2350 Wedgewood Dr,Akron,OH,44312
Wesley Temple Ame Zion,104 N Prospect St,Akron,OH,44304
Church of Jesus Christ of Lds,PO Box 98,Georgetown,OH,45121
Akron Bible Church,783 Brown St,Akron,OH,44311
Arlington Church of God,539 S Arlington St,Akron,OH,44306
Arlington Memorial Baptist Chr,2330 E Market St,Akron,OH,44312
Cathedral of Tomorrow,PO Box 3500,Akron,OH,44309
Chapel,135 Fir Hl,Akron,OH,44304
Community Church-Portage Lakes,3260 Cormany Rd,Akron,OH,44319
Community of Christ Church,834 Grant St,Akron,OH,44311
Deliverance Tabernacle,1507 Copley Rd,Akron,OH,44320
Harvest House Christian Ctr,815 Copley Rd,Akron,OH,44320
House of the Lord,1650 Diagonal Rd,Akron,OH,44320
Manchester Trinity Chapel,5781 Manchester Rd,Akron,OH,44319
Maranatha Bible Church,2410 Massillon Rd,Akron,OH,44312
Miracle Revival Fellowship,1196 Andrus St,Akron,OH,44301
Stone Deliverance Evangelical,595 Copley Rd,Akron,OH,44320
Annunciation Greek Orthodox,129 S Union St,Akron,OH,44304
Holy Ghost Ukrainian Catholic,1859 Carter Ave,Akron,OH,44301
Akron Apostolic Temple,599 Noble Ave,Akron,OH,44320
Akron First Assembly of God,1175 W Market St,Akron,OH,44313
Akron Springfield Assembly-God,1551 Canton Rd,Akron,OH,44312
East Market Street Church-God,2084 E Market St,Akron,OH,44312
Faith Temple Church-Living God,701 Sylvan Ave,Akron,OH,44306
First Apostolic Faith Church,PO Box 8127,Akron,OH,44320
Holy Temple Apostolic Church,1390 Frederick Blvd,Akron,OH,44320
House of Prayer for All People,69 S Balch St,Akron,OH,44302
Unity Holiness Ministries,1019 Harpster Ave,Akron,OH,44314
Fairlawn-West United Church,2095 W Market St,Akron,OH,44313
Firestone Park Presbyterian Ch,275 S Firestone Blvd,Akron,OH,44301
First Grace United Chr-Christ,350 S Portage Path,Akron,OH,44320
First Presbyterian Chr-Akron,647 E Market St,Akron,OH,44304
Goodyear Heights Presbyterian,1430 Goodyear Blvd,Akron,OH,44305
Oak Hill Presbyterian Church,2406 Ardwell Ave,Akron,OH,44312
Trinity United Church,915 N Main St,Akron,OH,44310
Westminster Presbyterian Chr,119 Stadium Dr,Youngstown,OH,44512
Holiness Church Of Christ,1820 S Hawkins Ave,Akron,OH,44314
Immaculate Heart Of Mary,2935 Chenoweth Rd,Akron,OH,44312
God's House Of Grace,859 Witner Ave,Akron,OH,44314
Gateway Ministrries Of Akron,2212 Romig Rd,Akron,OH,44320
Church Of God Of Prophecy,1080 W Longview Ave,Mansfield,OH,44906
Aaron L P,567 East Ave,Akron,OH,44320
Aaron Robert,1214 Hartford Ave,Akron,OH,44320
Abe James,1649 Woods Rd,Akron,OH,44306
Abc International Ministries,481 E South St,Akron,OH,44311
Absalom William J,155 Gleason Ave,Akron,OH,44312
Akron Alliance Fellowship,688 Diagonal Rd,Akron,OH,44320
Akron Christian Reformed Church,50 Marshall Ave,Akron,OH,44303
Akron First Wesleyan Church,2303 S Main St,Akron,OH,44319
Akron Free Will Baptist Church,1802 Eastwood Ave,Akron,OH,44305
Akron Jewish Center Day Camp,750 White Pond Dr,Akron,OH,44320
Akron Masjid,1147 Old Main St,Akron,OH,44301
Akron Missionary Baptist Church,17 W Cuyahoga Falls Ave,Akron,OH,44310
Al-kaf Shrine Temple,1621 Frederick Blvd,Akron,OH,44320
Albrecht Church Of God,3357 Albrecht Ave,Akron,OH,44312
Allen Robert,528 Sunset View Dr,Akron,OH,44320
Allenside Presbyterian Church,410 Rexford St,Akron,OH,44314
Beavercreek Seventh Day,670 Grange Hall Rd,Dayton,OH,45430
Centerville Seventh-Day Church,PO Box 750053,Dayton,OH,45475
Ethan Temple Seventh-Day Chr,PO Box 17528,Dayton,OH,45417
Kettering Seventh-Day Church,3939 Stonebridge Rd,Dayton,OH,45419
Beavercreek Baptist Church,3511 Dayton-Xenia Rd,Dayton,OH,45432
Calvary Missionary Baptist,2067 N Gettysburg Ave,Dayton,OH,45406
Charity Baptist Church,1506 N Fairfield Rd,Dayton,OH,45432
Christian Missionary Baptist,301 Liscum Dr,Dayton,OH,45427
Cornerstone Baptist Temple,1707 Ohmer Ave,Dayton,OH,45410
Crestview Baptist Church,3943 Fishcreek Rd,Stow,OH,44224
East Dayton Bapstist Church,1380 Spaulding Rd,Dayton,OH,45432
Fairview Baptist Church,333 Warner St,Cincinnati,OH,45219
Faith Baptist Church,440 N Lake St,Amherst,OH,44001
Far Hills Community Church,5800 Clyo Rd,Dayton,OH,45459
First Baptist Church,PO Box 64,New Lebanon,OH,45345
First Baptist Church of Dayton,111 W Monument Ave,Dayton,OH,45402
First Baptist Church-Ridgewood,116 Hanover Ave,Dayton,OH,45417
First Dayton Freewill Baptist,1661 Brandt Pike,Dayton,OH,45404
Franklin Street Baptist Church,85 Rhoads Center Dr,Dayton,OH,45458
Gateway Missionary Baptist Chr,117 Chain Ave,Dayton,OH,45417
Grace Baptist Church Sbc,142 Olive Rd,Dayton,OH,45427
Greater St John Missionary Chr,4200 Germantown Pike,Dayton,OH,45417
Harmony Baptist Church,1127 Southeast Ave,Tallmadge,OH,44278
Huber Heights First Baptist,5310 Packard Dr,Dayton,OH,45424
Landmark Baptist Church,PO Box 228,Amelia,OH,45102
Macedonia Missionary Baptist,27 N Gettysburg Ave,Dayton,OH,45417
Meadowdale Baptist Church,3686 Haney Rd,Dayton,OH,45416
Memorial Baptist Church,2435 Eakin Rd,Columbus,OH,43204
Miami Shores Baptist Church,4000 Vance Rd,Dayton,OH,45439
Moraine City Baptist Church,2748 Gladstone St,Dayton,OH,45439
Moraine Heights Baptist Church,5661 Munger Rd,Dayton,OH,45459
Mount Carmel Baptist Church,5370 Dayton Liberty Rd,Dayton,OH,45418
Mount Hebron Baptist Church,108 N Williams St,Dayton,OH,45402
Mount Moriah Baptist Church,301 Mia Ave,Dayton,OH,45417
Mount Pisgah Baptist Church,1 Diamond Ave,Dayton,OH,45403
Mt Calvary Baptist Church,343 N Main St,Mansfield,OH,44902
Mt Olive Baptist Church,2098 Oxford St,Twinsburg,OH,44087
North Dayton Baptist Church,515 Lilian Ave,Dayton,OH,45404
Omega Baptist Church,118 Salem Ave,Dayton,OH,45406
Revelation Baptist Church,1400 Blairwood Ave,Dayton,OH,45417
Spinning Road Baptist Church,538 Spinning Rd,Dayton,OH,45431
St Luke Baptist Church,2262 N Gettysburg Ave,Dayton,OH,45406
St Timothy Missionary Baptist,7101 Carnegie Ave,Cleveland,OH,44103
Tabernacle Baptist Church,707 Arlington St,Youngstown,OH,44510
Townview Baptist Church,PO Box 26508,Dayton,OH,45426
University Baptist Church,4125 Riverview Ave,Middletown,OH,45042
Washington Heights Baptist Chr,5650 Far Hills Ave,Dayton,OH,45429
Zion Baptist Church,PO Box 29071,Cincinnati,OH,45229
First Grace Brethren Church,2624 Stonequarry Rd,Dayton,OH,45414
Ascension Church,2025 Woodman Dr,Dayton,OH,45420
Church of the Incarnation,55 Williamsburg Ln,Dayton,OH,45459
Emmanuel Catholic Church,149 Franklin St,Dayton,OH,45402
Holy Angels Church,218 K St,Dayton,OH,45409
Holy Family Church,2608 Hollywood Blvd,Steubenville,OH,43952
Holy Trinity Church,11383 Sylvania Ave,Berkey,OH,43504
Our Lady Immaculate Conception,2300 S Smithville Rd,Dayton,OH,45420
Our Lady of Mercy Church,PO Box 429,Fayette,OH,43521
Our Lady of the Rosary Church,17 Farragut Rd,Cincinnati,OH,45218
Precious Blood Church,4961 Salem Ave,Dayton,OH,45416
Queen of Apostles Catholic Ch,4400 Shakertown Rd,Dayton,OH,45430
Queen of Martyrs Church,4144 Cedar Ridge Rd,Dayton,OH,45414
Resurrection Church,1744 Iliff Ave,Cincinnati,OH,45205
Saint Albert the Great Church,3033 Far Hills Ave,Dayton,OH,45429
Saint Anthony Church,820 Bowen St,Dayton,OH,45410
Saint Francis of Assisi Parish,6245 Wilmington Pike,Dayton,OH,45459
Saint Henry Church,6696 Springboro Pike,Dayton,OH,45449
Saint Leonard Faith Community,8100 Clyo Rd,Dayton,OH,45458
Saint Mary's Church,310 Allen St,Dayton,OH,45410
Saint Peter Church,6161 Chambersburg Rd,Dayton,OH,45424
St Adalbert Polish Church,1511 Valley St,Dayton,OH,45404
St Helens Catholic Church,605 Granville Pl,Dayton,OH,45431
St James Resurrection,130 Gramont Ave,Dayton,OH,45417
St Rita Church,5401 N Main St,Dayton,OH,45415
Bethany Church of Christ,2755 E Stroop Rd,Dayton,OH,45440
Central Christian Church,587 Mt Vernon Rd,Newark,OH,43055
Church of Christ-East Dayton,3415 Linden Ave,Dayton,OH,45410
Summit Christian Church,PO Box 61223,Dayton,OH,45406
Centerville Church of Christ,1411 Old Spring Valley Ct,Dayton,OH,45458
Residence Park Church of Chrst,4328 Hoover Ave,Dayton,OH,45417
Turner Road Church of Christ,450 Turner Rd,Dayton,OH,45415
Christ Episcopal Church,3445 Warrensville Center Rd,Shaker Heights,OH,44122
St George's Episcopal Church,5520 Far Hills Ave,Dayton,OH,45429
Ashcraft First Church of God,2596 Ashcraft Rd,Dayton,OH,45414
Beavercreek Church of Nazarene,1850 N Fairfield Rd,Dayton,OH,45432
Centerville Community Church,10688 Dayton Lebanon Pike,Dayton,OH,45458
Fairhaven Church,637 E Whipp Rd,Dayton,OH,45459
First Church of the Nazarene,226 N Market St,Mt Sterling,OH,43143
Hillside Chapel of Christian,3515 Shakertown Rd,Dayton,OH,45430
Huber Heights Church of God,6900 Brandt Pike,Dayton,OH,45424
Kettering First Church of God,1450 E Dorothy Ln,Dayton,OH,45429
Parkview Church of the Nzrn,4701 Far Hills Ave,Dayton,OH,45429
Salvation Army,PO Box 234,Lima,OH,45802
West Carrollton Church,550 S Elm St,Dayton,OH,45449
Beth Abraham Synagogue,1306 Salem Ave,Dayton,OH,45406
Beth Jacob Synagogue,7020 N Main St,Dayton,OH,45415
Chabad Center of Dayton,2001 Far Hills Ave,Dayton,OH,45419
Temple Beth or-South Dayton,5275 Marshall Rd,Dayton,OH,45429
Christ Evangelical Lutheran,PO Box 364,Bowling Green,OH,43402
Emmanuel Lutheran Church-Lcms,4865 Wilmington Pike,Dayton,OH,45440
Faith Lutheran Church,200 Dodge St,Swanton,OH,43558
Lutheran Church of Our Savior,155 Thruston Blvd E,Dayton,OH,45419
North Riverdale Lutheran Chrch,45 Kurtz Ave,Dayton,OH,45405
Peace Lutheran Church,28 Elm St,Canal Winchester,OH,43110
Saint Matthew Lutheran Church,5566 Chambersburg Rd,Dayton,OH,45424
Saint Timothy Lutheran Church,5040 Rye Dr,Dayton,OH,45424
St Paul Lutheran Church,PO Box 157,SULPHUR SPGS,OH,44881
St Paul's Evangelical Luth Chr,7700 Dog Leg Rd,Dayton,OH,45414
Trinity Evangelical Lutheran,78 E Liberty St,Girard,OH,44420
Vandalia Church of the Nzrn,620 Stonequarry Rd,Dayton,OH,45414
Zion Evangelical Lutheran Chr,2233 Abbeyville Rd,Valley City,OH,44280
Aley United Methodist Church,4143 Kemp Rd,Dayton,OH,45431
Beardshear United Methodist,3145 Stop 8 Rd,Dayton,OH,45414
Belmont United Methodist Chr,2701 S Smithville Rd,Dayton,OH,45420
Centerville United Methodist,63 E Franklin St,Dayton,OH,45459
Church of the Cross Untd Meth,3121 Wilmington Pike,Dayton,OH,45429
Community United Methodist Chr,120 N Pickaway St,Circleville,OH,43113
Dixon United Methodist Church,1691 Infirmary Rd,Dayton,OH,45418
Eastmount United Methodist Chr,5039 Woodbine Ave,Dayton,OH,45432
Fairview United Methodist Chr,828 W Fairview Ave,Dayton,OH,45406
Fort Mc Kinley United Meth,3721 W Siebenthaler Ave,Dayton,OH,45406
Grace United Methodist Church,318 Hopley Ave,Bucyrus,OH,44820
Greater Allen Ame Church,1620 W 5th St,Dayton,OH,45402
Harris Memorial Cme Church,3950 Haney Rd,Dayton,OH,45416
Higher Ground United Methodist,4800 N Dixie Dr,Dayton,OH,45414
Korean United Methodist Church,5899 Cleveland Ave,Columbus,OH,43231
Liberty United Methodist Chr,7840 Pemberton St,Dayton,OH,45418
Mc Kinley United Methodist Chr,196 Hawthorn St,Dayton,OH,45402
Memorial United Methodist Chr,26 N Locust St,Dayton,OH,45449
