Name,Address,City,State,Zip
St Thomas Episcopal Church,2870 Acton Rd,Birmingham,AL,35243
Temple B'Nai Sholom,PO Box 2463,Huntsville,AL,35804
All Saints Lutheran Church,12100 Bailey Cove Rd SE,Huntsville,AL,35803
Ascension Lutheran Church,3801 Oakwood Ave NW,Huntsville,AL,35810
Grace Lutheran Church,1356 Government St,Mobile,AL,36604
St Mark's Lutheran Church,PO Box 250,Elberta,AL,36530
Aldersgate United Methodist,20145 Richard Weaver Rd,Mt Vernon,AL,36560
Chase Valley United Methodist,1635 Winchester Rd NE,Huntsville,AL,35811
Epworth United Methodist Chr,PO Box 58,Phenix City,AL,36868
First United Methodist Church,PO Box 705,Bayou La Batre,AL,36509
Grace United Methodist Church,PO Box 3125,Auburn,AL,36831
Highlands United Methodist Chr,PO Box 55276,Birmingham,AL,35255
Holmes Street United Methodist,501 Holmes Ave NE,Huntsville,AL,35801
Lakewood United Methodist Chr,2614 Mastin Lake Rd NW,Huntsville,AL,35810
Latham United Methodist Church,109 Weatherly Rd SE,Huntsville,AL,35803
Monte Sano United Methodist,601 Monte Sano Blvd SE,Huntsville,AL,35801
Phillips Cme Church,200 Davis Cir SW,Huntsville,AL,35801
St John's Ame Church,229 Church St NW,Huntsville,AL,35801
St Paul United Methodist,3250 Dunn Dr SW,Huntsville,AL,35805
Trinity United Methodist Chr,800 2nd Ave,Opelika,AL,36801
Valley United Methodist Church,1410 Drake Ave SE,Huntsville,AL,35802
Church of Jesus Christ of Lds,1828 Broadway Blvd,Florence,AL,35630
Bicentennial Chapel,Goss Rd,Huntsville,AL,35808
Jordan Park Church of Christ,2212 Jordan Ln SW,Huntsville,AL,35805
Liberty Christian Ctr,PO Box 3694,Huntsville,AL,35810
Rock Family Worship Ctr,2300 Memorial Pky SW,Huntsville,AL,35801
Word of Truth World Outreach,PO Box 17529,Huntsville,AL,35810
Abundant Life Church,8780 Ramsey Rd,Grand Bay,AL,36541
College Park Church of God,3801 Holmes Ave NW,Huntsville,AL,35816
Faith Chapel,3913 Pulaski Pike NW,Huntsville,AL,35810
First Assembly of God,PO Box 670,Newton,AL,36352
Harvest Time Church,2520 Winchester Rd NW,Huntsville,AL,35810
Impact Ministries,4200 University Dr NW,Huntsville,AL,35816
Life Church,PO Box 7156,Rainbow City,AL,35906
Pentecostal Lighthouse Child,6107 Blue Spring Rd NW,Huntsville,AL,35810
Central Presbyterian Church,1260 Dauphin St,Mobile,AL,36604
Church Street Cumberland,228 Church St NW,Huntsville,AL,35801
Covenant Presbyterian Church,445 Shelton Mill Rd,Auburn,AL,36830
Faith Presbyterian Church,2522 Valleydale Rd,Birmingham,AL,35244
Fellowship Presbyterian Church,3406 Meridian St N,Huntsville,AL,35811
First Presbyterian Church,PO Box 256,Gulf Shores,AL,36547
Hope Presbyterian Church,10001 Bailey Cove Rd SE,Huntsville,AL,35803
Madkin's Chapel Cumberland Chr,2403 Oakwood Rd NW,Huntsville,AL,35810
Southwood Presbyterian Church,1000 Carl T Jones Dr SE,Huntsville,AL,35802
Union Hill Cp Church,3126 Nevel Dr NW,Huntsville,AL,35810
Westminster Presbyterian Chr,1520 Rickwood Rd,Florence,AL,35630
Abounding Love Ministries,256 Dan Tibbs Rd NW,Huntsville,AL,35806
Abundant Life Ministries,2700 Winchester Rd NE,Huntsville,AL,35811
Acts Family Worship Center,1113 Governors Dr SE,Huntsville,AL,35801
Alabama A ,4900 Meridian St N,Huntsville,AL,35810
Alabama Islamic Education Center,8200 Memorial Pky SW,Huntsville,AL,35802
All About Souls Ministries,1919 Winchester Rd NE,Huntsville,AL,35811
All Nations Christian Center,2721 Winchester Rd NW,Huntsville,AL,35810
Antioch Ame Zion Church,3238 Winchester Rd NW,Huntsville,AL,35810
Antioch Baptist Church,5753 Lynns Xing Rd,Graysville,AL,35073
Lakeside Baptist Church,2865 Old Rocky Ridge Rd,Birmingham,AL,35243
Ruah Of God Worship Center,926 Vinesville Rd,Birmingham,AL,35208
Heavenly Places Church Of God,817 21st Ave W,Birmingham,AL,35204
Grasselli Church Of Christ,3708 Grasselli Ave SW,Birmingham,AL,35221
Collegeville Church Of Christ,3301 32nd St N,Birmingham,AL,35207
Apostolic Church Of God,3400 33rd Ave N,Birmingham,AL,35207
Catholic Diocese Of Birmingham,2121 3rd Ave N,Birmingham,AL,35203
Robinwood Church Of God,124 2nd St,Birmingham,AL,35214
Belview Church Of Christ,1643 W 44th St,Birmingham,AL,35208
Northside Church Of God,13055 Haygood Chapel Rd,Berry,AL,35546
Forestdale Church Of God,1433 Tomahawk Rd,Birmingham,AL,35214
Cathedral Church Of Advent,2017 6th Ave N,Birmingham,AL,35203
Church Of God Of Prophesy,737 70th Pl S,Birmingham,AL,35206
Eastlake Church Of God,7032 1st Ave N,Birmingham,AL,35206
Aoh Church Of G,2701 Richard Arrington Jr Blvd N,Birmingham,AL,35203
Bishop Isaiah Jackson Worship,213 8th Ave S,Birmingham,AL,35205
Metropolitan Church Of God,2800 Metropolitan Way,Birmingham,AL,35243
Palisades Church Of Christ,625 Palisades Blvd,Birmingham,AL,35209
Sandusky Church Of Christ,1140 Pratt Hwy,Birmingham,AL,35214
Smithfield Church Of Christ,970 3rd St N,Birmingham,AL,35204
Woodlawn Church Of God,4519 Richard Arrington Jr Blvd N,Birmingham,AL,35212
Glorious Church Of God,4008 24th St N,Birmingham,AL,35207
Baptist Church Of Covenant,2117 University Blvd,Birmingham,AL,35233
New Covenant Of Faith,2363 Carson Rd,Birmingham,AL,35215
Cornerstone Word Of Faith,9117 Airport Rd,Birmingham,AL,35217
Freewill Church Of God,785 Oak St,Birmingham,AL,35210
Birmingham Seventh Day Adv Chr,8921 Parkway E,Birmingham,AL,35206
Ephesus Seventh Day Adventist,PO Box 814,Birmingham,AL,35201
Seventh-Day Adventist Church,3520 Lorna Rd,Birmingham,AL,35216
Abyssinia Missionary Baptist,1501 Avenue L,Birmingham,AL,35218
Berney Points Baptist Church,2250 Blue Ridge Blvd,Birmingham,AL,35226
Bethel Baptist Church,1313 Simmons St,Dolomite,AL,35061
Bluff Park Baptist Church,2211 McGwier Dr,Birmingham,AL,35226
Boyles Baptist Church,1400 Alabama St,Birmingham,AL,35217
Brewster Road Baptist Church,1661 Brewster Rd,Birmingham,AL,35235
Cahaba Heights Baptist Church,3800 Crosshaven Dr,Birmingham,AL,35243
Centercrest Baptist Church,3025 Wood Dr NE,Birmingham,AL,35215
Central Missionary Baptist Chr,1032 50th St N,Birmingham,AL,35212
Central Park Baptist Church,2020 Westmead St SW,Decatur,AL,35601
Christian Valley Baptist Chr,3104 33rd Ter N,Birmingham,AL,35207
Church at Brook Hills,PO Box 380543,Birmingham,AL,35238
Dawson Memorial Baptist Church,1114 Oxmoor Rd,Birmingham,AL,35209
East Lake Full Gospel Baptist,7220 4th Ave N,Birmingham,AL,35206
Eastside Baptist Church,558 Gadsden Hwy,Birmingham,AL,35235
Ebenezer Baptist Church,3894 Ebenezer Rd,Columbia,AL,36319
Edgewater Baptist Church,800 Galveston St,Birmingham,AL,35224
Ensley Baptist Church,2301 Avenue E,Birmingham,AL,35218
Evergreen Missionary Baptist,2009 22nd Ave N,Birmingham,AL,35234
Fellowship Baptist Church,807 Avenue C,Gadsden,AL,35901
First Baptist Church of Acipco,PO Box 5249,Birmingham,AL,35207
First Ebenezer Baptist Church,420 Graymont Ave N,Birmingham,AL,35204
First Memorial Baptist Church,3012 15th Ave N,Birmingham,AL,35234
First Missionary Baptist Chr,1103 Sterling Blvd,Sheffield,AL,35660
Forestdale Baptist Church,1400 Brisbane Ave,Birmingham,AL,35214
Forty Six Street Baptist Chr,PO Box 11243,Birmingham,AL,35202
Forty-Fifth Street Baptist Chr,7600 Division Ave,Birmingham,AL,35206
Galilee Baptist Church,PO Box 704,Fairfield,AL,35064
Gateway Baptist Church,3300 Bell Rd,Montgomery,AL,36116
Glen Iris Baptist Church,1137 10th Pl S,Birmingham,AL,35205
Grantswood Baptist Church,4850 Grantswood Pl,Birmingham,AL,35210
Greater Temple Missionary Bapt,300 4th Ave W,Birmingham,AL,35204
Green Liberty Baptist Church,121 5th Ave S,Birmingham,AL,35205
Green Springs Baptist Church,2230 Green Springs Hwy S,Birmingham,AL,35205
Green Valley Baptist Church,1815 Patton Chapel Rd,Birmingham,AL,35226
Groveland Baptist Church,PO Box 320470,Birmingham,AL,35232
Harmony Street Baptist Church,527 42nd Pl N,Birmingham,AL,35222
Hilldale Baptist Church,533 Sunhill Rd NW,Birmingham,AL,35215
Hillview Baptist Church,800 Heflin Ave E,Birmingham,AL,35214
Hopewell Baptist Church,664 Shelby St,Mobile,AL,36610
Huffman Baptist Church,700 Huffman Rd,Birmingham,AL,35215
Hunter Street Baptist Church,2600 John Hawkins Pky,Birmingham,AL,35244
Inglenook Baptist Church,4030 40th Ter N,Birmingham,AL,35217
Katherwood Baptist Church,600 Roanoke St,Birmingham,AL,35224
Lake Highland Baptist Church,508 82nd St N,Birmingham,AL,35206
Liberty Park Baptist Church,12001 Liberty Pky,Birmingham,AL,35242
Lilly Grove Baptist Church,1821 14th Street Ensley,Birmingham,AL,35218
Midfield First Baptist Church,500 B Y Williams Sr Dr,Birmingham,AL,35228
Mount Calvary Baptist Church,1133 Tuscaloosa Ave SW,Birmingham,AL,35211
Mount Carmel Baptist Church,1402 Kyle Ave,Gadsden,AL,35901
Mount Moriah Baptist Church,RR 1 Box 278b2,Tuscumbia,AL,35674
Mount Olive Baptist Church,PO Box 2462,Muscle Shoals,AL,35662
Mount Zion Baptist Church,2427 Corner Rd,Warrior,AL,35180
Mountain Brook Baptist Church,3631 Montevallo Rd S,Birmingham,AL,35213
Mt Ararat Baptist Church,1920 Slayden Ave,Birmingham,AL,35224
Mt Calvary Baptist Church,2127 Hill Dr,Birmingham,AL,35217
Mt Hilliard Baptist Church,2612 24th St SW,Birmingham,AL,35211
New Bethel Mssnry Baptist Chr,5208 54th St SW,Birmingham,AL,35221
New Community Baptist Church,6853 6th Ct S,Birmingham,AL,35212
New Georgia Baptist Church,5300 Decatur Hwy,Birmingham,AL,35207
New Hope Baptist Church,PO Box 25,Cottonton,AL,36851
New Mount Zion Baptist Church,1686 Spaulding Ishkooda Rd,Birmingham,AL,35211
New Pilgrim Baptist Church,PO Box 12927,Birmingham,AL,35202
New Pilgrim Bread of Life,321 6th Ave SW,Birmingham,AL,35211
North Shelby Baptist Church,PO Box 380816,Birmingham,AL,35238
Oak Street Baptist Church,3224 Virginia Ave,Birmingham,AL,35207
Philadelphia Baptist Church,7807 CR-246,Smiths Station,AL,36877
Plainview Baptist Church,1389 Park Ave,Birmingham,AL,35217
Providence Baptist Church,190 County Road 46,Montevallo,AL,35115
Raleigh Avenue Baptist Church,309 Raleigh Ave,Birmingham,AL,35209
Ridgecrest Baptist Church,1971 Deese Rd,Ozark,AL,36360
Robinwood Baptist Church,520 5th St,Birmingham,AL,35214
Roebuck Plaza Baptist Church,967 Gadsden Hwy,Birmingham,AL,35235
Sandusky First Baptist Church,1125 Haven Dr,Birmingham,AL,35214
Sardis Baptist Church,1615 4th Ct W,Birmingham,AL,35208
Shades Crest Baptist Church,452 Park Ave,Birmingham,AL,35226
Shades Mountain Baptist Church,2017 Columbiana Rd,Birmingham,AL,35216
Shades Mountain Independent,2281 Old Tyler Rd,Birmingham,AL,35226
Sharon Heights Baptist Church,2357 Brookside Coalburg Rd,Birmingham,AL,35214
Sixteenth Street Baptist Chr,1530 6th Ave N,Birmingham,AL,35203
Sixth Avenue Baptist Church,1101 Martin Luther King Jr Dr,Birmingham,AL,35211
Sixth Street Peace Baptist Chr,300 6th St N,Birmingham,AL,35203
Sixty Sixth Street Baptist Chr,PO Box 611284,Birmingham,AL,35261
South Park Baptist Church,2341 Pearson Ave SW,Birmingham,AL,35211
Springdale Baptist Church,101 Springdale Rd,Birmingham,AL,35217
St John Baptist Church,2401 Carlos Ave SW,Birmingham,AL,35211
St John's Baptist Church,7313 Arabia Ave,Birmingham,AL,35224
St Joseph Baptist Church,500 9th Ave N,Birmingham,AL,35204
St Paul Baptist Church North,4699 Cheek Rd,Birmingham,AL,35207
Tabernacle Baptist Church,409 E Stough St,Dothan,AL,36303
Trinity Baptist Church,13685 Tanner Williams Rd,Wilmer,AL,36587
True Life Missionary Baptist,275 Chickasaw Dr,Birmingham,AL,35214
Twenty-Second Ave Baptist Chr,2614 22nd Ave N,Birmingham,AL,35234
Twenty-Third Street Baptist,331 23rd St S,Birmingham,AL,35233
Valleydale Baptist Church,2545 Valleydale Rd,Birmingham,AL,35244
Vestavia Hills Baptist Church,2600 Vestavia Dr,Birmingham,AL,35216
Vinesville Baptist Church,1208 Vinesville Rd,Birmingham,AL,35208
Westmont Baptist Church,2963 Mulga Loop Rd,Birmingham,AL,35224
Westwood Baptist Church,PO Box 1407,Alabaster,AL,35007
Wylam Baptist Church,3928 7th Ave,Birmingham,AL,35224
Zion Hill Baptist Church,1142 Rosa L Parks Ave,Montgomery,AL,36108
Blessed Sacrament Church,PO Box 110006,Birmingham,AL,35211
Holy Family Church,1304 Garland Dr,Mobile,AL,36618
Our Lady of Sorrows Religious,1728 Oxmoor Rd,Birmingham,AL,35209
St Barnabas,PO Box 610304,Birmingham,AL,35261
St Elias Maronite Church,836 8th St S,Birmingham,AL,35205
St Paul's Cathedral,PO Box 10044,Birmingham,AL,35202
St Peter's Catholic Church,2061 Patton Chapel Rd,Birmingham,AL,35216
St Stanislaus Catholic Church,904 Indiana St,Birmingham,AL,35224
St Stephen the Martyr Catholic,1515 12th Ave S,Birmingham,AL,35205
Belview Church of Christ,PO Box 2665,Birmingham,AL,35202
Crossbridge Church of Christ,3039 Brook Highland Dr,Birmingham,AL,35242
Homewood Church of Christ,265 W Oxmoor Rd,Birmingham,AL,35209
Hoover Church of Christ,3248 Lorna Rd,Birmingham,AL,35216
Riverchase Church of Christ,1868 Montgomery Hwy S,Birmingham,AL,35244
Roebuck Parkway Church-Christ,400 Roebuck Pky,Birmingham,AL,35206
Shades Mountain Church-Christ,959 Alford Ave,Birmingham,AL,35226
Sun Valley Church of Christ,604 23rd Ave NW,Birmingham,AL,35215
Vestavia Church of Christ,2325 Columbiana Rd,Birmingham,AL,35216
All Saints Episcopal Church,151 S Ann St,Mobile,AL,36604
Church of the Holy Apostles,PO Box 361352,Birmingham,AL,35236
Episcopal Church-the Ascension,1912 Canyon Rd,Birmingham,AL,35216
Liberty Church,2732 Old Rocky Ridge Rd,Birmingham,AL,35216
St Andrews Episcopal Church,1024 12th St S,Birmingham,AL,35205
St Luke's Episcopal Church,1050 Azalea Rd,Mobile,AL,36693
St Mary's Child Care Ctr,1910 12th Ave S,Birmingham,AL,35205
St Michaels Episcopal Church,901 Kingman Rd,Birmingham,AL,35235
St Stephen's Episcopal Church,PO Box 43677,Birmingham,AL,35243
Brewster Road Alliance Church,2160 Brewster Rd,Birmingham,AL,35235
First Church of the Nazarene,669 Azalea Rd,Mobile,AL,36609
Shades Mountain Bible Church,2230 Sumpter St,Birmingham,AL,35226
Knesseth Israel Congrgtn,3225 Montevallo Rd,Birmingham,AL,35223
Temple Beth-El,PO Box 550220,Birmingham,AL,35255
Temple Emanu-El-Reform,PO Box 55403,Birmingham,AL,35255
Christ the King Lutheran,611 Riverchase Pky W,Birmingham,AL,35244
First Lutheran Church,2507 Highland Ave S,Birmingham,AL,35205
Shades Valley Lutheran Church,720 Shades Creek Pky,Birmingham,AL,35209
Shepherd of the Hills,4887 Valleydale Rd,Birmingham,AL,35242
St Paul Lutheran Church,132 6th Ave S,Birmingham,AL,35205
Trinity Lutheran Church,446 S Gay St,Auburn,AL,36830
Aldergate United Methodist Chr,2701 Sydney Dr,Birmingham,AL,35211
Asbury United Methodist Chr,6690 Cahaba Valley Rd,Birmingham,AL,35242
Avondale United Methodist Chr,500 40th St S,Birmingham,AL,35222
Bethel Ame Church,1524 Avenue D,Birmingham,AL,35218
Bluff Park United Methodist,733 Valley St,Birmingham,AL,35226
Boyles United Methodist Church,637 Bell Ave,Birmingham,AL,35217
Cahaba Heights United Meth Chr,3139 Cahaba Heights Rd,Birmingham,AL,35243
Canterbury Church,350 Overbrook Rd,Birmingham,AL,35213
Canterbury United Meth Chr,PO Box 130699,Birmingham,AL,35213
Center Point First United Meth,2129 Center Point Pky,Birmingham,AL,35215
Central Park United Methodist,4616 Terrace R,Birmingham,AL,35208
Christ Church United Methodist,5191 Caldwell Mill Rd,Birmingham,AL,35243
Christian Fellowship Church,PO Box 8066,Birmingham,AL,35218
Crumly Chapel United Methodist,336 Crumley Chapel Rd,Birmingham,AL,35214
Discovery United Methodist Chr,PO Box 360506,Birmingham,AL,35236
Fairview United Methodist Chr,2700 31st Street Ensley,Birmingham,AL,35208
Forestdale United Methodist,1529 Tomahawk Rd,Birmingham,AL,35214
Grant Chapel Ame Church,6931 Division Ave,Birmingham,AL,35206
Hoover First United Methodist,1934 Patton Chapel Rd,Birmingham,AL,35226
House of Restoration United,631 3rd St SW,Birmingham,AL,35211
Metropolitan Ame Zion Church,1530 4th Ave N,Birmingham,AL,35203
Metropolitan Cme Church,PO Box 8278,Birmingham,AL,35218
Minor United Methodist Church,1117 Broad St,Birmingham,AL,35224
Mountain Chapel United Meth,2541 Rocky Ridge Rd,Birmingham,AL,35243
Nichols Temple Ame Church,701 18th Street Ensley,Birmingham,AL,35218
Oakmont United Methodist Chr,914 Oak Grove Rd,Birmingham,AL,35209
Riverchase United Methodist,1953 Old Montgomery Hwy,Birmingham,AL,35244
Rock United Methodist Church,1601 E Lake Blvd,Birmingham,AL,35217
Roebuck Drive United Methodist,221 Roebuck Dr,Birmingham,AL,35215
Sandusky United Methodist Chr,430 Saint Clair St,Birmingham,AL,35214
Southside Cme Church,713 Martin Luther King Jr Dr,Birmingham,AL,35211
St James Ame Church,4200 5th Ct N,Birmingham,AL,35222
St John's United Methodist,356 Killough Springs Rd,Birmingham,AL,35215
St Mark Cme Church,316 Iota Ave S,Birmingham,AL,35205
St Mark United Methodist Chr,439 Azalea Rd,Mobile,AL,36609
Taylor Memorial United Meth,2501 Sweeney Hollow Rd,Birmingham,AL,35215
Thirgood Memorial Cme Church,517 Center St N,Birmingham,AL,35204
Wilson Chapel United Methodist,412 Cumberland Dr,Birmingham,AL,35206
Woodlawn United Methodist Chr,118 55th St N,Birmingham,AL,35212
Calvary Resurrection Christian,PO Box 610445,Birmingham,AL,35261
Christ Temple Deliverance,PO Box 8371,Birmingham,AL,35218
Church of the Highlands,PO Box 43676,Birmingham,AL,35243
Faith Chapel Christian Ctr,PO Box 8342,Birmingham,AL,35218
Fullness Christian Fellowship,2575 Columbiana Rd,Birmingham,AL,35216
Guiding Light Church,60 Roebuck Dr,Birmingham,AL,35215
Integrity Bible Church,216 Roebuck Dr,Birmingham,AL,35215
More Than Conquerors Faith,PO Box 110337,Birmingham,AL,35211
Mount Zion Community Church,1600 19th Ave N,Birmingham,AL,35204
Mt Canaan Full Gospel Church,2725 24th St SW,Birmingham,AL,35211
New Covenant Fellowship Church,5050 Pinson Valley Pky,Birmingham,AL,35215
New Life Evangelistic Worship,22 Oporto-Madrid Blvd S,Birmingham,AL,35206
Open Door Church,PO Box 8265,Birmingham,AL,35218
Parkway Christian Fellowship,9753 Parkway E,Birmingham,AL,35215
Springville Road Community Chr,2165 Old Springville Rd,Birmingham,AL,35215
Unity of Birmingham,2803 Highland Ave S,Birmingham,AL,35205
Walking On Water Christian Chr,2324 5th Ave N,Birmingham,AL,35203
Warriors of the Word Christian,2700 Avenue S,Birmingham,AL,35218
Greek Orthodox Cathedral,307 19th St S,Birmingham,AL,35210
St George Melkite Greek Cathol,425 16th Ave S,Birmingham,AL,35205
Aoh Cathedral,PO Box 2364,Birmingham,AL,35201
Cathedral of the Cross,1480 Center Point Pky,Birmingham,AL,35215
East Birmingham Church of God,5600 1st Ave N,Birmingham,AL,35212
Emanuel Temple Church of God,433 1st St N,Birmingham,AL,35204
Faith Apostolic Church,2001 Cleburn Ave SW,Birmingham,AL,35211
Life Church Birmingham,5567 Chalkville Rd,Birmingham,AL,35235
Living Church Ministries,401 Omega St S,Birmingham,AL,35205
Love Temple Full Gospel Church,2617 Pike Rd,Birmingham,AL,35208
Point of Grace Ministries,2524 Hackberry Ln,Birmingham,AL,35226
Sherwood Church of God,1104 Gene Reed Rd,Birmingham,AL,35235
Vineyard Church Inverness,4733 Valleydale Rd,Birmingham,AL,35242
Viola Phillips Temple,1126 2nd Ave N,Birmingham,AL,35203
Word of Life Christian Ctr,PO Box 9448,Birmingham,AL,35220
Altadena Valley Presbyterian,4660 Caldwell Mill Rd,Birmingham,AL,35243
Briarwood Presbyterian Church,2200 Briarwood Way,Birmingham,AL,35243
Chapel in the Pines Presby Chr,2269 Chapel Rd,Birmingham,AL,35226
Eastminster Presbyterian Chr,1751 Gadsden Hwy,Birmingham,AL,35235
Edgewood Presbyterian Church,850 Oxmoor Rd,Birmingham,AL,35209
Independent Presbyterian,3100 Highland Ave S,Birmingham,AL,35205
New City Church,PO Box 2482,Birmingham,AL,35201
Oak Mountain Presbyterian Chr,5080 Cahaba Valley Trce,Birmingham,AL,35242
Riverchase Presbyterian Church,600 Riverchase Pky W,Birmingham,AL,35244
Shades Valley Presbyterian Chr,PO Box 530305,Birmingham,AL,35253
South Highland Presbyterian,PO Box 55933,Birmingham,AL,35255
Southminster Presbyterian Chr,1124 Montgomery Hwy,Birmingham,AL,35216
A W Holy Church Of True,2424 30th Ave N,Birmingham,AL,35207
Abraham Baptist Church,PO Box 329,Millbrook,AL,36054
Abundant Faith Worship Center,1914 Avenue E,Birmingham,AL,35218
Abundant Harvest Church,509 18th St SW,Birmingham,AL,35211
Abyssinian Faith Christian Chr,389 Glynn Dr,Birmingham,AL,35215
Act Ministries,614 21st Street Ensley,Birmingham,AL,35218
Acts Ministries,614 Richard Arrington Jr Blvd S,Birmingham,AL,35233
Advent Episcopal School,2019 6th Ave N,Birmingham,AL,35203
Agape Missionary Baptist Chr,7631 1st Ave S,Birmingham,AL,35206
Agee Arthur W Jr /Pastor,600 Robert Jemison Rd,Birmingham,AL,35209
Alabama Colon ,1317 4th Ave S,Birmingham,AL,35233
Alabama Faith Council,5712 1st Ave N,Birmingham,AL,35212
Alabama Justice Ministries,587 Shades Crest Rd,Birmingham,AL,35226
Alabama Justice Ministries Network,589 Shades Crest Rd,Birmingham,AL,35226
All Nations Worship Center Cogic,4937 5th Ave S,Birmingham,AL,35222
Allen Chapel Ame Church,6213 2nd Ave S,Birmingham,AL,35212
Allen James L,3937 12th Ave N,Birmingham,AL,35234
Ambassador For Christ Church,300 E South Blvd,Montgomery,AL,36105
Anderson ,1424 Lexington St N,Birmingham,AL,35224
Anniston District Cme Church,310952 PO Box,Birmingham,AL,0
Antioch Baptist Chr Pastor Ln,1930 Warrior Rd,Birmingham,AL,35208
Antioch Christian Fellowship,1108 Kari Knoll Cir,Birmingham,AL,35244
Word Of Life Worship Center,1001 N 3 Notch St,Troy,AL,36081
Pentecostal Church Of God,306 N Joachim St,Mobile,AL,36603
First Assembly Of God,147 S Edward St,Newton,AL,36352
Church Of Judah Worship Center,300 65th St,Tuscaloosa,AL,35405
