Name,Address,City,State,Zip
Greater Walters Ame Zion Ch,656 28th St,Newport News,VA,23607
Morrison United Methodist Chr,236 Harpersville Rd,Newport News,VA,23601
Noland Memorial United Meth,5501 Huntington Ave,Newport News,VA,23607
St Paul Ame Church,PO Box 7475,Portsmouth,VA,23707
Trinity United Methodist Chr,PO Box 147,Disputanta,VA,23842
Warwick Memorial United Meth,38 Hoopes Rd,Newport News,VA,23602
Abundant Life Family Church,10402 Armstrong St,Fairfax,VA,22030
Calvary Chapel,PO Box 1098,Charlottesville,VA,22902
Church of Christ,6398 Lee Highway Access Rd,Warrenton,VA,20187
Unity of Faith Church,"15324 Warwick Blvd, #d",Newport News,VA,23608
World Victory Church ,5900 Jefferson Ave,Newport News,VA,23605
Greek Orthodox Church,PO Box 94,Charlottesville,VA,22902
Church of God of Parkview,1116 Briarfield Rd,Newport News,VA,23605
Glorious Church of Jesus,PO Box 925,Newport News,VA,23607
Peninsula Pentecoastals,404 Sharon Dr,Newport News,VA,23602
Triumph Pentecostal Church,902 Kinsale Cres,Newport News,VA,23602
World Outreach Worship Ctr,1233 Shields Rd,Newport News,VA,23608
Carver Memorial Presbyterian,830 25th St,Newport News,VA,23607
Denbigh Presbyterian Church,302 Denbigh Blvd,Newport News,VA,23608
Hidenwood Presbyterian Church,414 Hiden Blvd,Newport News,VA,23606
Hilton Presbyterian Church,34 Main St,Newport News,VA,23601
Wesley Grove United Church,2308 Roanoke Ave,Newport News,VA,23607
St. James Terrace,80 30th St,Newport News,VA,23607
House Of Refuge Worship Center,624 79th St,Newport News,VA,23605
Tabernacle Of Praise Worship Center,13813 Warwick Blvd,Newport News,VA,23602
First Church Of God,257 Highway 107,Chilhowie,VA,24319
God's Church Of Jesus,1619 25th St,Newport News,VA,23607
Abiding Truth Ministries,14277 PO Box,Newport News,VA,0
Abiding Vine Life Family Mnstr,1148 N Green Dr,Newport News,VA,23602
Abundant Life International Church,5889 Jefferson Ave,Newport News,VA,23605
Abundant Overcomers Ministries,616 North Ave,Newport News,VA,23601
Abyssinia Baptist Church,2816 Colley Ave,Norfolk,VA,23508
Adath Jeshurun Synagogue,12646 Nettles Dr,Newport News,VA,23606
Agape Bible Fellowship,13771 Warwick Blvd,Newport News,VA,23602
Agape Hands Cathedral,1307 Jefferson Ave,Newport News,VA,23607
All Nations Church,2179 Cunningham Dr,Hampton,VA,23666
Allen James C Rev,108 Towne Square Dr,Newport News,VA,23607
Alpha ,1110 39th St,Newport News,VA,23607
Campostella Sda Church,PO Box 4655,Norfolk,VA,23523
Norfolk Seventh-Day Adventists,1099 Kempsville Rd,Norfolk,VA,23502
Antioch Baptist Church,6531 Little Ox Rd,Fairfax Station,VA,22039
Azalea Baptist Church,3314 E Little Creek Rd,Norfolk,VA,23518
Bank Street Memorial Baptist,7036 Chesapeake Blvd,Norfolk,VA,23513
Bethlehem Baptist Church,PO Box 2467,Stafford,VA,22555
Brentwood Baptist Church,8026 Old Ocean View Rd,Norfolk,VA,23518
Burrows Memorial Baptist Chr,1539 Johnstons Rd,Norfolk,VA,23518
Central Baptist Church,6405 Courthouse Rd,Church Road,VA,23833
Christ First Community Fllwshp,133 Woodview Ave,Norfolk,VA,23505
Cornerstone Baptist Church,6100 Cornerstone Blvd,Richmond,VA,23234
East Ocean View Baptist Church,9609 9th Bay St,Norfolk,VA,23518
First Baptist Church-Norfolk,312 Kempsville Rd,Norfolk,VA,23502
First Calvary Baptist Church,813 Henry St,Norfolk,VA,23504
Friendship Baptist Church,5200 Newbys Bridge Rd,Chesterfield,VA,23832
Ingleside Baptist Church,925 Ingleside Rd,Norfolk,VA,23502
Jerusalem Baptist Church,994 Three Chopt Rd,Manakin Sabot,VA,23103
Larchmont Baptist Church,1127 Surrey Cres,Norfolk,VA,23508
Mount Gilead Baptist Church,4829 Shannon Hill Rd,Columbia,VA,23038
Mount Olive Baptist Church,310 N Birdneck Rd,Virginia Beach,VA,23451
Mount Pleasant Baptist Church,2516 Squirrel Hill Rd,Herndon,VA,20171
Mount Zion Baptist Church,18410 Chapel Dr,Triangle,VA,22172
Mt Carmel Baptist Church,3310 Deep Creek Blvd,Portsmouth,VA,23702
Mt Lebenon Babtist Church,1141 Campostella Rd,Norfolk,VA,23523
New Calvary Baptist Church,800 E Virginia Beach Blvd,Norfolk,VA,23504
New Rising Sun Baptist Church,201 Patrick St,Norfolk,VA,23523
Norview Baptist Church,1127 Norview Ave,Norfolk,VA,23513
Ocean View Christian Academy,9504 Selby Pl,Norfolk,VA,23503
Park Place Baptist Church,430 W 31st St,Norfolk,VA,23508
Queen Street Baptist Church,413 E Brambleton Ave,Norfolk,VA,23510
Second Calvary Baptist Church,2940 Corprew Ave,Norfolk,VA,23504
Shiloh Baptist Church,13457 Kings Hwy,King George,VA,22485
Spurgeon Memorial Baptist Chr,5520 Tidewater Dr,Norfolk,VA,23509
Talbot Park Baptist Preschool,6919 Granby St,Norfolk,VA,23505
Virginia Heights Baptist Chr,2014 Memorial Ave SW,Roanoke,VA,24015
Blessed Sacrament Church,170 Painter St,Norfolk,VA,23505
Catholic Campus Ministry,1306 W 49th St,Norfolk,VA,23508
Holy Trinity Catholic Church,155 W Government Ave,Norfolk,VA,23503
Sacred Heart Church,520 Graydon Ave,Norfolk,VA,23507
St Mary of Immac Conception,1000 Holt St,Norfolk,VA,23504
St Pius X Church,7800 Halprin Dr,Norfolk,VA,23518
Colonial Heights Church-Christ,831 Mayfield Ave,Norfolk,VA,23518
Smyrna Christian Church,741 Marshall Ave,Norfolk,VA,23504
Norfolk Church of Christ,5801 Granby St,Norfolk,VA,23505
Christ ,1545 S Sycamore St,Petersburg,VA,23805
Church of the Ascension,4853 Princess Anne Rd,Virginia Beach,VA,23462
Church of the Epiphany,3301 Hidden Meadow Dr,Herndon,VA,20171
Church of the Good Shepherd,9350 Braddock Rd,Burke,VA,22015
Grace Episcopal Church,PO Box 32,The Plains,VA,20198
St Paul's Episcopal Church,PO Box 195,Haymarket,VA,20168
St Peters Episcopal Church,224 S Military Hwy,Norfolk,VA,23502
St Stephen's Episcopal Church,1695 Perrowville Rd,Forest,VA,24551
Faith Wesleyan Church,745 Pecan Point Rd,Norfolk,VA,23502
First Church of God,5008 Hildebrand Rd NW,Roanoke,VA,24012
Salvation Army,PO Box 4206,Arlington,VA,22204
Beth El Temple,422 Shirley Ave,Norfolk,VA,23517
B'Nai Israel Congregation,420 Spotswood Ave,Norfolk,VA,23517
Ohef Sholom Temple,530 Raleigh Ave,Norfolk,VA,23507
Temple Israel,7255 Granby St,Norfolk,VA,23505
First Lutheran Church,1301 Colley Ave,Norfolk,VA,23517
Saint Timothy Lutheran Church,1051 Kempsville Rd,Norfolk,VA,23502
Trinity Evangelical Lutheran,6001 Granby St,Norfolk,VA,23505
Memorial Spiritualist Church,307 W 37th St,Norfolk,VA,23508
Aldersgate United Methodist,4320 Bruce Rd,Chesapeake,VA,23321
Colonial Avenue United Meth,1420 Colonial Ave,Norfolk,VA,23517
Epworth United Methodist Chr,124 W Freemason St,Norfolk,VA,23510
Ferebee-Halstead Memorial Chr,1520 Halstead Ave,Norfolk,VA,23502
Ghent United Methodist Church,531 Raleigh Ave,Norfolk,VA,23507
Mc Kendree United Methodist,6870 N Military Hwy,Norfolk,VA,23518
Miles Memorial United Church,9450 Granby St,Norfolk,VA,23503
Norview United Methodist Chr,1112 Norview Ave,Norfolk,VA,23513
Park Place United Methodist,500 W 34th St,Norfolk,VA,23508
St John African Methodist Chr,545 E Bute St,Norfolk,VA,23510
St John's United Methodist Chr,11720 Sugarland Rd,Herndon,VA,20170
St Paul Christian Methodist,310 E Virginia Beach Blvd,Norfolk,VA,23510
Tidewater Wesley Foundation,1338 W 49th St,Norfolk,VA,23508
Wesley Memorial United Church,288 E Little Creek Rd,Norfolk,VA,23505
Base Chapel,1160 D St,Norfolk,VA,23521
Beth Messiah Synagogue,7130 Granby St,Norfolk,VA,23505
Calvary Temple,5639 Brickell Rd,Norfolk,VA,23502
First Christian Fellowship Chr,4700 Little John Dr,Norfolk,VA,23513
New Life Worship Ctr,PO Box 93,Norfolk,VA,23501
Tabernacle Church of Norfolk,7000 Granby St,Norfolk,VA,23505
Greek Orthodox Cathedral,7220 Granby St,Norfolk,VA,23505
Faith Deliverance Christian,1010 E 26th St,Norfolk,VA,23504
First Pentecostal United Chr,1434 Wilson Rd,Norfolk,VA,23523
Garden of Prayer No 3,200 W 28th St,Norfolk,VA,23504
Garden of Prayer Temple,PO Box 125,Norfolk,VA,23501
Glad Tidings Church,301 S Newtown Rd,Norfolk,VA,23502
Mason Memorial Church of God,PO Box 1223,Norfolk,VA,23501
New Hope Church of God-Christ,3232 Brest Ave,Norfolk,VA,23509
Norfolk Apostolic Church,3131 Azalea Garden Rd,Norfolk,VA,23513
St Andrews Church of God,636 W 35th St,Norfolk,VA,23508
Way of the Cross Church of God,2800 Chesapeake Blvd,Norfolk,VA,23509
Way of Truth Cogic,2322 Maltby Ave,Norfolk,VA,23504
Calvary Presbyterian Church,150 Kempsville Rd,Norfolk,VA,23502
Calvin Presbyterian Church,2901 E Little Creek Rd,Norfolk,VA,23518
Coleman Place Presbyterian Chr,1513 Sewells Point Rd,Norfolk,VA,23502
First Presbyterian Church,PO Box 581,Zanoni,VA,23061
Lafayette Presbyterian Church,1821 Lafayette Blvd,Norfolk,VA,23509
New Hope United Church-Christ,145 E Liberty St,Norfolk,VA,23523
Ocean View Presbyterian Church,9200 Tidewater Dr,Norfolk,VA,23503
Second Presbyterian Church,419 W Washington St,Petersburg,VA,23803
St Mark United Church-Christ,521 Obendorfer Rd,Norfolk,VA,23523
Lion Of Judah Worship Center,1518 Johnstons Rd,Norfolk,VA,23518
Downtown Church Of Christ,3105 Granby St,Norfolk,VA,23504
Unitarian Church Of Norfolk,739 Yarmouth St,Norfolk,VA,23510
Lighthouse Assembly Of God,5012 Gum Spring Rd,Manassas,VA,20109
Glory Church Of Jesus,1044 Johnstons Rd,Norfolk,VA,23513
Phillippi Church Of Christ,211 Hardy Ave,Norfolk,VA,23523
Calvary Church Of Nazarene,967 Newell Ave,Norfolk,VA,23518
First Church Of Christ,862 E Princess Anne Rd,Norfolk,VA,23504
United House Of Prayer,1433 Whittamore Rd,Chesapeake,VA,23322
Abundant Life Christian Center,635 W 35th St,Norfolk,VA,23508
Abundant Life Christian Church,228 W Berkley Ave,Norfolk,VA,23523
Advent Episcopal Church,9629 Norfolk Ave,Norfolk,VA,23503
Agape Outreach International Ministries,703 Easy St,Norfolk,VA,23505
All Pwr Ministries,3134 Azalea Garden Rd,Norfolk,VA,23513
Angelic Church Of God ,202 W 34th St,Norfolk,VA,23504
Community Advent Christian Chr,4512 Old Mountain Rd NE,Roanoke,VA,24019
Seventh-Day Adventist Church,7410 Pole Green Rd,Mechanicsville,VA,23116
Airlee Court Baptist Church,4827 Delray St NW,Roanoke,VA,24012
Belmont Baptist Church,830 Monticello Ave,Charlottesville,VA,22902
Bonsack Baptist Church,4845 Cloverdale Rd,Roanoke,VA,24019
Cave Spring Baptist Church,4873 Brambleton Ave,Roanoke,VA,24018
Colonial Avenue Baptist Church,4165 Colonial Ave,Roanoke,VA,24018
Crystal Spring Baptist Church,PO Box 8116,Roanoke,VA,24014
East End Baptist Church,PO Box 1834,Suffolk,VA,23439
Enon Baptist Church,13607 N Enon Church Rd,Chester,VA,23836
Fellowship Baptist Church,10014 James Monroe Hwy,Culpeper,VA,22701
Garden City Baptist Church,3536 Garden City Blvd SE,Roanoke,VA,24014
Greater Mount Zion Baptist Chr,1810 Grayson Ave NW,Roanoke,VA,24017
Green Ridge Baptist Church,5521 Green Ridge Rd,Roanoke,VA,24019
Haran Baptist Church,7539 Old Bent Mountain Rd,Roanoke,VA,24018
High Street Baptist Church,2302 Florida Ave NW,Roanoke,VA,24017
Hill Street Baptist Church,111 Madison Ave NW,Roanoke,VA,24016
Hollins Road Baptist Church,3502 Old Mountain Rd NE,Roanoke,VA,24019
Maple Street Baptist Church,902 Fairfax Ave NW,Roanoke,VA,24016
Melrose Baptist Church,3520 Peters Creek Rd,Roanoke,VA,24019
Morning Star Baptist Church,3509 Midlothian Tpke,Richmond,VA,23224
Mt Pleasant Baptist Church,4002 Ironbound Rd,Williamsburg,VA,23188
New Century Community Church,PO Box 6187,Roanoke,VA,24017
North Roanoke Baptist Church,6402 Peters Creek Rd,Roanoke,VA,24019
Oakland Baptist Church,5520 James Madison Pky,King George,VA,22485
Pilgrim Baptist Church,1415 8th St NW,Roanoke,VA,24016
Preston Oaks Baptist Church,102 Preston Ave NE,Roanoke,VA,24012
Red Hill Baptist Church,6251 Franklin Rd,Roanoke,VA,24014
Ridgewood Baptist Church,703 Hemlock Rd NW,Roanoke,VA,24017
Riverdale Baptist Church,35 Tide Mill Ln,Hampton,VA,23666
Rosalind Hills Baptist Church,2712 Brandon Ave SW,Roanoke,VA,24015
Shenandoah Baptist Church,PO Box 7010,Roanoke,VA,24019
Sweet Union Baptist Church,521 Madison Ave NW,Roanoke,VA,24016
Villa Heights Baptist Church,4080 Challenger Ave,Roanoke,VA,24012
Waverly Place Baptist Church,1407 Kenwood Blvd SE,Roanoke,VA,24013
Church of the Brethren,PO Box 56,Nokesville,VA,20182
Ghent Grace Brethren Church,1511 Maiden Ln SW,Roanoke,VA,24015
Ninth St Church-the Brethren,1103 9th St SE,Roanoke,VA,24013
Oak Grove Church-the Brethren,2138 McVitty Rd SW,Roanoke,VA,24018
Peters Creek Church-Brethren,5333 Cove Rd,Roanoke,VA,24019
Poages Mill Church-Brethren,6550 Bent Mountain Rd,Roanoke,VA,24018
Red Hill Church-the Brethren,6050 Franklin Rd,Roanoke,VA,24014
Williamson Rd Church-Brethren,PO Box 5463,Roanoke,VA,24012
Our Lady of Nazareth Church,2505 Electric Rd,Roanoke,VA,24018
St Andrews Catholic Church,631 N Jefferson St,Roanoke,VA,24016
St Elias Catholic Church,4730 Cove Rd NW,Roanoke,VA,24017
Belmont Christian Church,1101 Jamison Ave SE,Roanoke,VA,24013
First Christian Church,6165 Leesburg Pike,Falls Church,VA,22044
Loudon Avenue Christian Chr,730 Loudon Ave NW,Roanoke,VA,24016
New Hope Christian Church,4229 Welcome Valley Rd SE,Roanoke,VA,24014
Northside Christian Church,3105 Embassy Dr,Roanoke,VA,24019
Penn Forest Christian Preschl,3028 Penn Forest Blvd,Roanoke,VA,24018
Westhampton Christian Church,2515 Grandin Rd SW,Roanoke,VA,24015
Christ Episcopal Church,PO Box 94,Spotsylvania,VA,22553
Church of the Holy Spirit,6011 Merriman Rd,Roanoke,VA,24018
St James Episcopal Church,PO Box 109,Mt Vernon,VA,22121
St John's Episcopal Church,PO Box 457,McLean,VA,22101
East Gate Church of Nazarene,2002 Eastgate Ave NE,Roanoke,VA,24012
Emmanuel Wesleyan Church,402 Hershberger Rd NW,Roanoke,VA,24012
Faith Alliance Church,7505 Barrens Rd,Roanoke,VA,24019
First Church of the Nazarene,4413 Wishart Rd,Virginia Beach,VA,23455
First Wesleyan Church,3706 Peters Creek Rd,Roanoke,VA,24019
Parkway Wesleyan Church,3230 King St NE,Roanoke,VA,24012
Christ Lutheran Church,1300 Augustine Ave,Fredericksburg,VA,22401
St John Lutheran Church,PO Box 657,Abingdon,VA,24212
St Marks Lutheran Church,5800 Backlick Rd,Springfield,VA,22150
St Paul Lutheran Church,807 W Mercury Blvd,Hampton,VA,23666
St Philip Lutheran Church,8115 Williamson Rd,Roanoke,VA,24019
Bonsack United Methodist Chr,4493 Bonsack Rd,Roanoke,VA,24012
Cave Spring United Methodist,4505 Hazel Dr,Roanoke,VA,24018
Fairview United Methodist Chr,1013 Westover Dr,Danville,VA,24541
Greene Memorial United Meth,PO Box 1305,Roanoke,VA,24007
Highland Park United Methodist,3001 2nd Ave,Richmond,VA,23222
Huntington Court United Meth,PO Box 5066,Roanoke,VA,24012
Northview United Methodist Chr,PO Box 7131,Roanoke,VA,24019
Raleigh Court United Methodist,1706 Grandin Rd SW,Roanoke,VA,24015
South Roanoke United Methodist,2330 Jefferson St SE,Roanoke,VA,24014
Southview United Methodist Chr,1601 Cliff St,Lynchburg,VA,24501
St Paul United Methodist Chr,1400 G St,Woodbridge,VA,22191
United Methodist Church,"4502 Starkey Rd, #101",Roanoke,VA,24018
Windsor Hills United Meth Chr,3591 Windsor Rd SW,Roanoke,VA,24018
Woodlawn United Methodist Chr,7730 Fordson Rd,Alexandria,VA,22306
Calvary Memorial Church,2226 Colonial Ave SW,Roanoke,VA,24015
Cornerstone Church,6930 Wood Haven Rd,Roanoke,VA,24019
Edgewood Christian Church,1006 Peck St NW,Roanoke,VA,24017
Grace Church,2731 Edgewood St SW,Roanoke,VA,24015
Grace Covenant Church,"530 Huntmar Park Dr, #d",Herndon,VA,20170
Holy Trinity Greek Orthdx Chr,PO Box 5055,Roanoke,VA,24012
Church of God,1212 E Main St,Bedford,VA,24523
Evangel Foursquare Church,612 Bullitt Ave SE,Roanoke,VA,24013
Garden of Prayer Church of God,PO Box 6304,Roanoke,VA,24017
New Life Temple Pentecostal,5745 Airport Rd NW,Roanoke,VA,24012
Penn Forest Church of God,4429 Buck Mountain Rd,Roanoke,VA,24018
St Matthew Church of God,1422 Abbott St NW,Roanoke,VA,24017
Covenant Presbyterian Prschl,1831 Deyerle Rd SW,Roanoke,VA,24018
Northminster Presbyterian Chr,3911 Greenland Ave NW,Roanoke,VA,24012
Raleigh Court Presbyterian Chr,1837 Grandin Rd SW,Roanoke,VA,24015
Westminister Presbyterian Chr,2216 Peters Creek Rd NW,Roanoke,VA,24017
Spirit Of Liberty Worship Center,1806 Loudon Ave NW,Roanoke,VA,24017
Oakview Church Of God,2915 King St NE,Roanoke,VA,24012
Hollins Church Of Nazarene,7039 Plantation Rd,Roanoke,VA,24019
Glorious Church Of God,1830 Hanover Ave NW,Roanoke,VA,24017
Church Of God Of Prophecy,3400 Turner Rd,Chesterfield,VA,23832
Cowboy Church Of Virginia,1410 Buena Vista Blvd SE,Roanoke,VA,24013
Truevine Church Of Christ,1132 Loudon Ave NW,Roanoke,VA,24017
220 Church LLC,215 Church Ave SW,Roanoke,VA,24011
Abundant Grace Assembly,1230 Rugby Blvd NW,Roanoke,VA,24017
Acts 2 Ministry,406 Luck Ave SW,Roanoke,VA,24016
Alston Lorraine Reverend,2002 Mercer Ave NW,Roanoke,VA,24017
Alwine Paul E,3326 Kershaw Rd NW,Roanoke,VA,24017
Andrews Milton,2757 Meadowview Dr NW,Roanoke,VA,24017
Andrews W A Rev,1501 Orange Ave NW,Roanoke,VA,24017
Community Praise Ctr Seventh,1400 Russell Rd,Alexandria,VA,22301
Alfred Street Baptist Church,301 S Alfred St,Alexandria,VA,22314
Antioch Korean Baptist Church,6355 Lincolnia Rd,Alexandria,VA,22312
Belle View Baptist Church,7415 Fort Hunt Rd,Alexandria,VA,22307
Braddock Baptist Church,6519 Braddock Rd,Alexandria,VA,22312
Calvary Road Baptist Church,6811 Beulah St,Alexandria,VA,22310
Del Ray Baptist Church,2405 Russell Rd,Alexandria,VA,22301
Downtown Baptist Church,212 S Washington St,Alexandria,VA,22314
Fair-Park Baptist Church,1801 N Quaker Ln,Alexandria,VA,22302
First Agape Baptist Community,2423 Mt Vernon Ave,Alexandria,VA,22301
Franconia Korean Baptist Chr,5912 Franconia Rd,Alexandria,VA,22310
Groveton Baptist Church,6511 Richmond Hwy,Alexandria,VA,22306
Harvest Assembly Baptist Chr,8008 Fordson Rd,Alexandria,VA,22306
New Hope Church,PO Box 10417,Alexandria,VA,22310
Plymouth Haven Baptist Church,8600 Plymouth Rd,Alexandria,VA,22308
Sunset Hills Baptist Church,3500 Franconia Rd,Alexandria,VA,22310
Virginia Hills Baptist Church,6507 Telegraph Rd,Alexandria,VA,22310
Woodlawn Baptist Church,3120 Woodlawn Ave,Colonial Heights,VA,23834
Blessed Sacrament Catholic Chr,1427 W Braddock Rd,Alexandria,VA,22302
Good Shepherd Catholic Church,PO Box 840,Smithfield,VA,23431
St Joseph's Church,711 N Columbus St,Alexandria,VA,22314
St Lawrence Catholic Church,6222 Franconia Rd,Alexandria,VA,22310
St Louis Catholic Church,2907 Popkins Ln,Alexandria,VA,22306
St Mary's Catholic Church,9505 Gayton Rd,Henrico,VA,23229
Mision Cristiana De Rstncn Y,5257 Clifton St,Alexandria,VA,22312
All Saints Sharon Chapel Chr,3421 Franconia Rd,Alexandria,VA,22310
Christ Church,118 N Washington St,Alexandria,VA,22314
Church of St Clement,1701 N Quaker Ln,Alexandria,VA,22302
Church of the Resurrection,3501 Cedar Ln,Portsmouth,VA,23703
Emmanuel Episcopal Church,PO Box 38,Greenwood,VA,22943
Immanuel Church-On-the-Hill,3606 Seminary Rd,Alexandria,VA,22304
Meade Memorial Episcopal Chr,322 N Alfred St,Alexandria,VA,22314
Olivet Episcopal Church,6107 Franconia Rd,Alexandria,VA,22310
St Aidan's Episcopal Church,3201 Edinburgh Dr,Virginia Beach,VA,23452
St Luke's Episcopal Church,8009 Fort Hunt Rd,Alexandria,VA,22308
Alexandria Bible Church,1302 W Braddock Rd,Alexandria,VA,22302
Agudas Achim Congregation,2908 Valley Dr,Alexandria,VA,22302
Beth El Hebrew Cngrgtn-Library,3830 Seminary Rd,Alexandria,VA,22304
Bethany Lutheran Church,2501 Beacon Hill Rd,Alexandria,VA,22306
Epiphany Lutheran Church,13495 Keytone Rd,Dale City,VA,22193
Good Shepherd Lutheran Church,1516 Moorings Dr,Reston,VA,20190
Immanuel Lutheran Church,1801 Russell Rd,Alexandria,VA,22301
Messiah Lutheran Church,6510 Fort Hunt Rd,Alexandria,VA,22307
Nativity Lutheran Church,1300 Collingwood Rd,Alexandria,VA,22308
Peace Lutheran Church,1510 Broad Crossing Rd,Charlottesville,VA,22911
St John's Lutheran Child Care,5952 Franconia Rd,Alexandria,VA,22310
Beverley Hills Community Untd,3512 Old Dominion Blvd,Alexandria,VA,22305
Cameron United Methodist,3130 Franconia Rd,Alexandria,VA,22310
Del Ray United Methodist Chr,100 E Windsor Ave,Alexandria,VA,22301
Fairlington United Methodist,3900 King St,Alexandria,VA,22302
Faith United Methodist Church,7321 Fairchild Dr,Alexandria,VA,22306
Franconia United Methodist Chr,6037 Franconia Rd,Alexandria,VA,22310
Lincolnia United Methodist Chr,6335 Little River Tpke,Alexandria,VA,22312
Mount Vernon United Methodist,2006 Belle View Blvd,Alexandria,VA,22307
Roberts Meml United Methodist,"606 S Washington St, #a",Alexandria,VA,22314
Roberts Memorial,500 N Naylor St,Alexandria,VA,22304
St Andrews United Methodist,717 Tucson Rd,Virginia Beach,VA,23462
St James United Methodist Chr,4820 Finlay St,Richmond,VA,23231
Washington Farm Methodist Chr,3921 Old Mill Rd,Alexandria,VA,22309
Washington Street United Meth,115 S Washington St,Alexandria,VA,22314
Wesley United Methodist Church,3701 Conduit Rd,Colonial Heights,VA,23834
Agape Embassy Ministries,5775 Barclay Dr,Alexandria,VA,22315
Evangelical Church Apostles,"8401 Richmond Hwy, #j",Alexandria,VA,22309
International Center-Christian,2701 Fairview Dr,Alexandria,VA,22306
Fillmore Avenue Church of God,5200 Fillmore Ave,Alexandria,VA,22311
First Assembly of God,700 W Braddock Rd,Alexandria,VA,22302
Full Gospel Church-Washington,6401 Lincolnia Rd,Alexandria,VA,22312
Bush Hill Presbyterian Church,4916 Franconia Rd,Alexandria,VA,22310
Faith Presbyterian Church,5725 Castlewellan Dr,Alexandria,VA,22315
Heritage Presbyterian Church,8503 Fort Hunt Rd,Alexandria,VA,22308
Mount Vernon Presbyterian Chr,2001 Sherwood Hall Ln,Alexandria,VA,22306
Old Presbyterian Meeting House,316 S Royal St,Alexandria,VA,22314
Virginia Presbyterian Church,6021 Franconia Rd,Alexandria,VA,22310
Westminster Presbyterian Chr,1022 Floyd St,Lynchburg,VA,24501
