Name,Address,City,State,Zip
10Th Church Of Christ Scientist,171 Macdougal St,New York,NY,10011
Old St Patrick's Cathedral,263 Mulberry St,New York,NY,10012
Most Precious Blood Church,109 Mulberry St,New York,NY,10013
Trust in God Baptist Church,5 Elizabeth St,New York,NY,10013
Church of Most Holy Crucifix,378 Broome St,New York,NY,10013
Our Lady of Vilna Church,570 Broome St,New York,NY,10013
Civic Center Synagogue,49 White St,New York,NY,10013
True Light Lutheran Church,195 Worth St,New York,NY,10013
10Th Church Of Chnrist Scientist,43 Wooster St,New York,NY,10013
200 Church St Association,194 Church St,New York,NY,10013
Our Lady of Guadalupe Rectory,328 W 14th St,New York,NY,10014
St Luke in the Fields Church,487 Hudson St,New York,NY,10014
A Greenwich Village Synagogue,53 Charles Ln,New York,NY,10014
Gay Synagogue,57 Bethune St,New York,NY,10014
Our Lady of the Scapular Chr,142 E 29th St,New York,NY,10016
Sacred Hearts Church,307 E 33rd St,New York,NY,10016
Church of the Incarnation,209 Madison Ave,New York,NY,10016
St Illuminators Cathedral,221 E 27th St,New York,NY,10016
Korean Soh Myung Church,160 Madison Ave # 2,New York,NY,10016
First Christian Of Valley,234 E 27th St,New York,NY,10016
Swedish Seamens Church,5 E 48th St,New York,NY,10017
Qinternational Federation Of Pentecostal Churches,405 Lexington Ave,New York,NY,10017
Japan Ministry Of Defense,630 3rd Ave,New York,NY,10017
Adkisson Wade,14 E 48th St,New York,NY,10017
Afghanistan Mission To Un,633 3rd Ave,New York,NY,10017
Metro Baptist Church,410 W 40th St,New York,NY,10018
Knesset Israel Garment,205 W 40th St,New York,NY,10018
St Malachy's Church,239 W 49th St,New York,NY,10019
St Thomas Church Fifth Avenue,1 W 53rd St,New York,NY,10019
Harvest Christian Fellowship,130 W 56th St,New York,NY,10019
Unity Center Practical,213 W 58th St,New York,NY,10019
Times Square Church,1657 Broadway,New York,NY,10019
Fifth Ave Presbyterian Church,7 W 55th St,New York,NY,10019
St John the Martyr Rectory,259 E 71st St,New York,NY,10021
St James' Episcopal Church,865 Madison Ave,New York,NY,10021
Manhattan Sephardic Cngrgtn,325 E 75th St,New York,NY,10021
Sephardic Services of 5th Ave,PO Box 92,New York,NY,10021
Temple Israel-City-Ny,112 E 75th St,New York,NY,10021
Holy Trinity Cathedral,337 E 74th St,New York,NY,10021
Madison Ave Presbyterian Chr,921 Madison Ave,New York,NY,10021
Central Synagogue,123 E 55th St,New York,NY,10022
East 55th Conservative Syngge,308 E 55th St,New York,NY,10022
Christ ,122 W 69th St,New York,NY,10023
Congregation Habonim,44 W 66th St,New York,NY,10023
Congregation Shearith Israel,8 W 70th St,New York,NY,10023
Stephen Wise Free Synagogue,30 W 68th St,New York,NY,10023
West Side Synagogue,120 W 76th St,New York,NY,10023
All Angels Church,251 W 80th St,New York,NY,10024
Congregation Rodeph Sholom,7 W 83rd St,New York,NY,10024
St Paul ,263 W 86th St,New York,NY,10024
Greek Orthodox-Annunciation,302 W 91st St,New York,NY,10024
Romanian Orthodox Church,50 W 89th St,New York,NY,10024
West Park Presbyterian Church,165 W 86th St,New York,NY,10024
Central Baptist Church of Ny,166 W 92nd St,New York,NY,10025
Southern Baptist Church,12 W 108th St,New York,NY,10025
Church of Notre Dame,405 W 114th St,New York,NY,10025
Diocese of Ny Cathedral,1047 Amsterdam Ave,New York,NY,10025
Congregation Ohab Zedek,118 W 95th St,New York,NY,10025
Korean Church ,633 W 115th St,New York,NY,10025
Manhattan Grace Tabernacle,"2929 Broadway, #5",New York,NY,10025
Broadway Presbyterian Church,601 W 114th St,New York,NY,10025
Pentecostal Church Of God,941 Columbus Ave,New York,NY,10025
Baptist Temple Church,20 W 116th St,New York,NY,10026
Canaan Baptist Church,"132 W 116th St, #1",New York,NY,10026
First Corinthian Baptist Chr,1912 7th Ave,New York,NY,10026
Mt Nebo Baptist Church,1883 7th Ave,New York,NY,10026
Second Canaan Baptist Church,10 Lenox Ave,New York,NY,10026
Salvation ,37 W 116th St,New York,NY,10026
Mt Olivet Baptist Church,201 Malcolm X Blvd,New York,NY,10027
Metropolitan Baptist Church,151 W 128th St,New York,NY,10027
African Orthodox Church,122 W 120th St,New York,NY,10027
Ephesus 7th Day Adventist Chr,101 W 123rd St,New York,NY,10027
Riverside Church,490 Riverside Dr,New York,NY,10027
Second Friendship Baptist Chr,215 W 122nd St,New York,NY,10027
Annunciation Rectory,88 Convent Ave,New York,NY,10027
Corpus Christi Catholic Church,529 W 121st St,New York,NY,10027
St Martin's Episcopal Church,230 Lenox Ave,New York,NY,10027
Salem United Methodist Church,2190 7th Ave,New York,NY,10027
Williams Institutional Cme,2225 7th Ave,New York,NY,10027
Bethelite Community Church,PO Box 2423,New York,NY,10027
Faith Mission Christian Church,160 W 129th St,New York,NY,10027
Manhattan Pentecostal Church,PO Box 1793,New York,NY,10027
Soul Saving Station Christ Inc,PO Box 200,New York,NY,10027
Ny Council Of Smaller Churches,69 W 128th St,New York,NY,10027
Lutheran Church Of Trnsfgrtn,74 W 126th St,New York,NY,10027
Antioch Church Of God,41 W 124th St,New York,NY,10027
Pilgrim Cathedral Of Harlem,15 W 126th St,New York,NY,10027
Prophetic Church Of God,130 W 129th St,New York,NY,10027
24 Hour A Convent Ave Locksmith,1 Convent Ave,New York,NY,10027
2933 Convent Avenue Hdfc,33 Convent Ave,New York,NY,10027
36 Convent Ave Hdfc Co-op,36 Convent Ave,New York,NY,10027
Park Avenue Christian Church,1010 Park Ave,New York,NY,10028
Park Avenue United Methodist,106 E 86th St,New York,NY,10028
Ny Province Of Society-jesus,39 E 83rd St,New York,NY,10028
Church of the Holy Agony,1834 3rd Ave,New York,NY,10029
Greater Highway Church-Christ,132 E 111th St,New York,NY,10029
Mt Calvary Baptist Church,231 W 142nd St,New York,NY,10030
Abyssinian Baptist Church,174 W 136th St,New York,NY,10030
St Philips Church,204 W 134th St,New York,NY,10030
Universal Temple of Spiritual,111 W 136th St,New York,NY,10030
Mother Ame Zion Church,"151 W 136th St, #7",New York,NY,10030
Mount Calvary Methodist Church,116 Edgecombe Ave,New York,NY,10030
Abyssinian Baptist Church Fcu,132 Odell Clark Pl,New York,NY,10030
Convent Ave Baptist Church,425 W 144th St,New York,NY,10031
Greater Tabernacle Baptist Chr,340 Convent Ave,New York,NY,10031
Mt Zion Lutheran Church,421 W 145th St,New York,NY,10031
Childs Memorial Temple Church,1763 Amsterdam Ave,New York,NY,10031
St James Presbyterian Church,409 W 141st St,New York,NY,10031
24 Seven Available Convent,470 Convent Ave,New York,NY,10031
Church of Our Lady-Esperanza,624 W 156th St,New York,NY,10032
Word's of Life Christian Ctr,PO Box 210,New York,NY,10032
Church of the Intercession,550 W 155th St,New York,NY,10032
Acym De Washington Heights,141 Audubon Ave,New York,NY,10032
New Convenant Holiness Church,512 W 157th St,New York,NY,10032
Congregation Church Of God,1889 Amsterdam Ave,New York,NY,10032
Congregacion De Mita of Ny,612 W 180th St,New York,NY,10033
Congregation K'Hal Adath Jshrn,PO Box 706,New York,NY,10033
Christ United Church,4140 Broadway,New York,NY,10033
Washington Hgts Hellenic Orth,120 Wadsworth Ave,New York,NY,10033
Pentecostal Church,281 Audubon Ave,New York,NY,10033
Collegiate Reformed Church,729 W 181st St,New York,NY,10033
Manhattan Bible Church,401 W 205th St,New York,NY,10034
Mount Moriah Baptist Church,2050 5th Ave,New York,NY,10035
All Saints Church,47 E 129th St,New York,NY,10035
Full Gospel Believers Chr Inc,PO Box 781,New York,NY,10035
Metropolitan Community Church,1975 Madison Ave,New York,NY,10035
Hosanna City Church Inc,2253 3rd Ave,New York,NY,10035
United Moravian Church,PO Box 90,New York,NY,10035
Bethel Gospel Assembly,226 E 120th St,New York,NY,10035
Greater Refuge Temple,PO Box 108,New York,NY,10035
Second Macedonian Chr Aog,"2329 2nd Ave, #119",New York,NY,10035
Holy Cross Rectory,329 W 42nd St,New York,NY,10036
St Mary the Virgin Church,145 W 46th St,New York,NY,10036
Muslim Center Of Manhattan,4 W 43rd St,New York,NY,10036
1120 Avenue Americas Associates,50 W 44th St,New York,NY,10036
Actors Temple Congrgtn Ezrath,339 W 47th St,New York,NY,10036
Kelly Temple Chr-God in Christ,10 E 130th St,New York,NY,10037
Union Congregational Church,PO Box 1110,New York,NY,10037
Mariners' Temple Baptist Chr,3 Henry St,New York,NY,10038
Agudah Women Of America,84 William St,New York,NY,10038
Harlem Tabernacle,PO Box 1184,New York,NY,10039
Rocky Mount Baptist Church,PO Box 643,New York,NY,10040
Congregation Mount Sinai,135 Bennett Ave,New York,NY,10040
St Francis Cabrini Church,555 Main St,New York,NY,10044
Redeemer Presbyterian Church,30 River Rd,New York,NY,10044
Our Lady of Peace,237 E 62nd St,New York,NY,10065
Temple Emanu-El,1 E 65th St,New York,NY,10065
Abata Russell,323 E 61st St,New York,NY,10065
St Monica's Church,413 E 79th St,New York,NY,10075
Manhattan Church of Christ,48 E 80th St,New York,NY,10075
German Lutheran St Paul's Chr,PO Box 1971,New York,NY,10113
Council Of Churches Of New York,475 Riverside Dr,New York,NY,10115
Church of St Thomas More,65 E 89th St,New York,NY,10128
Church of the Heavenly Rest,2 E 90th St,New York,NY,10128
Congregation or Zarua,"1384 Lexington Ave, #a",New York,NY,10128
Park Avenue Synagogue,50 E 87th St,New York,NY,10128
Brick Presbyterian Church,62 E 92nd St,New York,NY,10128
92Nd Street Y Buttenwieser,1395 Lexington Ave,New York,NY,10128
First Moravian Church,PO Box 1874,New York,NY,10156
St Stanislaus Kostka Church,109 York Ave,Staten Island,NY,10301
Church of Assumption,15 Webster Ave,Staten Island,NY,10301
St Paul's Church,145 Clinton Ave,Staten Island,NY,10301
St Peters Parish,53 Saint Marks Pl,Staten Island,NY,10301
Temple Israel Reform Congrgtn,315 Forest Ave,Staten Island,NY,10301
Mt Sinai United Christian Chr,199 Victory Blvd,Staten Island,NY,10301
Brighton Heights Reformed Chr,320 Saint Marks Pl,Staten Island,NY,10301
St Mary's of the Assumption,2230 Richmond Ter,Staten Island,NY,10302
St Roch's Church,602 Port Richmond Ave,Staten Island,NY,10302
Congregation Temple Emanuel,984 Post Ave,Staten Island,NY,10302
St Adalbert's Church,337 Morningstar Rd,Staten Island,NY,10303
St Clement ,207 Harbor Rd,Staten Island,NY,10303
Summerfield United Methodist,100 Harbor Rd,Staten Island,NY,10303
Our Lady of Good Counsel Chr,10 Austin Pl,Staten Island,NY,10304
St Ann's Rc Church,101 Cromwell Ave,Staten Island,NY,10304
St Pauls Memorial Church,225 Saint Pauls Ave,Staten Island,NY,10304
Christian Pentecostal Church,900 Richmond Rd,Staten Island,NY,10304
Our Lady Queen of Peace Church,90 3rd St,Staten Island,NY,10306
St Charles Catholic Church,200 Penn Ave,Staten Island,NY,10306
St Charles Rectory,644 Clawson St,Staten Island,NY,10306
St Christopher's Rc Church,130 Midland Ave,Staten Island,NY,10306
St Patrick's Parish Office,3560 Richmond Rd,Staten Island,NY,10306
Church of St Andrew,40 Old Mill Rd,Staten Island,NY,10306
New Dorp Moravian Church,2205 Richmond Rd,Staten Island,NY,10306
Bethel United Methodist Church,7033 Amboy Rd,Staten Island,NY,10307
Our Lady Help of Christians,7396 Amboy Rd,Staten Island,NY,10307
St Clare's Church,110 Nelson Ave,Staten Island,NY,10308
First Bible Church,6200 Amboy Rd,Staten Island,NY,10309
St Joseph St Thomas,6135 Amboy Rd,Staten Island,NY,10309
St Mark United Methodist Chr,6144 Amboy Rd,Staten Island,NY,10309
Akerman Avroham,58 Pleasant Plains Ave,Staten Island,NY,10309
Blessed Sacrament Church,30 Manor Rd,Staten Island,NY,10310
Our Lady of Mount Carmel,1265 Castleton Ave,Staten Island,NY,10310
Salem Evangelical Free Church,634 Clove Rd,Staten Island,NY,10310
Olivet Presbyterian Church,97 Myrtle Ave,Staten Island,NY,10310
St Alban's Episcopal Church,76 Saint Albans Pl,Staten Island,NY,10312
Holy Child Church Rectory,4747 Amboy Rd,Staten Island,NY,10312
Our Lady Star of the Sea,5371 Amboy Rd,Staten Island,NY,10312
Arden Heights Jewish Ctr,1766 Arthur Kill Rd,Staten Island,NY,10312
Eltingville Lutheran Church,300 Genesee Ave,Staten Island,NY,10312
New York Korean Evangelical,333 Arden Ave,Staten Island,NY,10312
Grace Christian Church,991 Woodrow Rd,Staten Island,NY,10312
Huguenot Reformed Church,5501 Amboy Rd,Staten Island,NY,10312
International Christian Ctr,1501 Richmond Ave,Staten Island,NY,10314
St Teresa's Church,1634 Victory Blvd,Staten Island,NY,10314
St Rita's Church,281 Bradley Ave,Staten Island,NY,10314
Holy Family Roman Catholic Chr,366 Watchogue Rd,Staten Island,NY,10314
Our Lady of Pity Church,1616 Richmond Ave,Staten Island,NY,10314
St Anthony of Padua Rc Church,24 Shelly Ave,Staten Island,NY,10314
Aur Torah Sephardic Minyan,1180 Rockland Ave,Staten Island,NY,10314
Marn-Baeksung Umc,1250 Rockland Ave,Staten Island,NY,10314
Castleton Hill Moravian Church,1657 Victory Blvd,Staten Island,NY,10314
Staten Island Chinese Crstn Ch,159 Schmidts Ln,Staten Island,NY,10314
Immanuel Union Church,693 Jewett Ave,Staten Island,NY,10314
Agudath Israel-staten Island,46 Birchard Ave,Staten Island,NY,10314
Greater Universal Baptist Chr,253 E 153rd St,Bronx,NY,10451
St Angela Merici Church,917 Morris Ave,Bronx,NY,10451
St Rita Shrine Church,448 College Ave,Bronx,NY,10451
Epworth Methodist Church,834 Concourse Vlg E,Bronx,NY,10451
Deeper Life Bible Church,213 E 144th St,Bronx,NY,10451
Adeniyi Patricia,773 Concourse Vlg E,Bronx,NY,10451
Church of God of Prophecy,85 E 165th St,Bronx,NY,10452
Friendly Baptist Day Care,1276 Nelson Ave,Bronx,NY,10452
Mount Hermon Baptist Church,1170 Nelson Ave,Bronx,NY,10452
Mt Cella Baptist Church,1480 Jesup Ave,Bronx,NY,10452
Joy Fellowship Church,PO Box 523185,Bronx,NY,10452
True Gospel Tabernacle,PO Box 652,Bronx,NY,10453
St Matthew's Ame Church,1788 Sedgwick Ave,Bronx,NY,10453
Ebenezer Assembly Of God,2151 Jerome Ave,Bronx,NY,10453
St Lukes Rc Church,623 E 138th St,Bronx,NY,10454
St Pius V Catholic Church,420 E 145th St,Bronx,NY,10454
St Peters in-the-Bronx,427 E 140th St,Bronx,NY,10454
Evangelica United Methodist,612 E 141st St,Bronx,NY,10454
Abundant Life Tabernacle,2692 3rd Ave,Bronx,NY,10454
Thessalonica Christian Church,313 Saint Anns Ave,Bronx,NY,10454
Transfiguration Lutheran Chr,763 Prospect Ave,Bronx,NY,10455
Bronx Spanish Evangelical Chr,PO Box 272,Bronx,NY,10455
Mt Sinai Baptist Church,1408 College Ave,Bronx,NY,10456
Goodwill Baptist Church,642 Crotona Park S,Bronx,NY,10456
St Augustine's Church,1183 Franklin Ave,Bronx,NY,10456
St Johns Evangelical Lutheran,1343 Fulton Ave,Bronx,NY,10456
Community Church of Morrisania,1325 Teller Ave,Bronx,NY,10456
Holy Tabernacle Church,3780 3rd Ave,Bronx,NY,10456
Bible Church Of Christ,1358 Morris Ave,Bronx,NY,10456
Kingdom Hall Of Jehovah's,959 Cauldwell Ave,Bronx,NY,10456
Abundantly Blessed Baptist,300 E 166th St,Bronx,NY,10456
Our Lady of Victory,1512 Webster Ave,Bronx,NY,10457
St Simon Stock Church,2191 Valentine Ave,Bronx,NY,10457
St Pauls Evangelical Lutheran,1984 Crotona Ave,Bronx,NY,10457
Tremont United Methodist Chrch,178 Washington Ave,Bronx,NY,10457
Mision Cristian El Calvario,422 E 176th St,Bronx,NY,10457
Bethel Prayer Ministries Intl,4262 3rd Ave,Bronx,NY,10457
Pentecostal Tabernacle,666 E 180th St,Bronx,NY,10457
2Nd Mission Cristiana Rehoboth,1919 Crotona Ave,Bronx,NY,10457
Our Lady of Refuge Religious,290 E 196th St,Bronx,NY,10458
Our Saviour's Church,2317 Washington Ave,Bronx,NY,10458
Fordham Methodist Church,2543 Marion Ave,Bronx,NY,10458
Korean Church of the Bronx,2943 Bainbridge Ave,Bronx,NY,10458
St Anthony of Padua Church,832 E 166th St,Bronx,NY,10459
Thessalonia Baptist Church,941 Rev James a Polite Ave,Bronx,NY,10459
Hispanic Catholic Charismatic,826 E 166th St,Bronx,NY,10459
St John Chrysostom's Rectory,985 E 167th St,Bronx,NY,10459
Accessorty Templo,966 Westchester Ave,Bronx,NY,10459
Agape Teaching Ministries,1136 Simpson St,Bronx,NY,10459
Gethsemane Baptist Church,PO Box 737,Bronx,NY,10460
Little Mount Bethel Church,PO Box 5004,Bronx,NY,10460
New Tabernacle Baptist Church,990 E 181st St,Bronx,NY,10460
St Anthony's Church-Rectory,1496 Commonwealth Ave,Bronx,NY,10460
Jehovah Shalom,1729 Boston Rd,Bronx,NY,10460
St Theresa Infant Jesus Church,2855 Saint Theresa Ave,Bronx,NY,10461
Westchester United Methodist,2547 E Tremont Ave,Bronx,NY,10461
Tremont Terrace Moravian Chr,1621 Pilgrim Ave,Bronx,NY,10461
Greek American Institute of Ny,3573 Bruckner Blvd,Bronx,NY,10461
Our Lady Of Assumption,1639 Parkview Ave,Bronx,NY,10461
1510 St Peters LLC,1510 Saint Peters Ave,Bronx,NY,10461
Parkchester Baptist Church,2021 Benedict Ave,Bronx,NY,10462
Church of Santa Maria,2352 St Raymonds Ave,Bronx,NY,10462
St Dominic's Church,1739 Unionport Rd,Bronx,NY,10462
Crossroads Tabernacle,1320 Castle Hill Ave,Bronx,NY,10462
Van Nest Assembly of God,755 Rhinelander Ave,Bronx,NY,10462
Church Lilly Of Valley,691 Rhinelander Ave,Bronx,NY,10462
Church of the Visitation,160 Van Cortlandt Park S,Bronx,NY,10463
Hebrew Institute at Riverdale,3700 Henry Hudson Pky E,Bronx,NY,10463
St Stephen's United Methodist,146 W 228th St,Bronx,NY,10463
St Mary Star of Sea Church,595 Minnieford Ave,Bronx,NY,10464
St Benedict's Church,2969 Otis Ave,Bronx,NY,10465
Crossway Christian Ctr,PO Box 505,Bronx,NY,10465
Wake-Eden Community Baptist,2074 Strang Ave,Bronx,NY,10466
Nativity of Our Blessed Lady,1531 E 233rd St,Bronx,NY,10466
St Frances of Rome Church,4307 Barnes Ave,Bronx,NY,10466
Butler Memorial Methodist Chr,3920 Paulding Ave,Bronx,NY,10466
Apostolic Church Intl USA,4065 White Plains Rd,Bronx,NY,10466
Olivet Gospel Assembly,3900 Dyre Ave,Bronx,NY,10466
Faithful Church Of Christ,4016 White Plains Rd,Bronx,NY,10466
Church Of Jesus Christ Worship,709 E 235th St,Bronx,NY,10466
Action Christian Center International,4395 Byron Ave,Bronx,NY,10466
Addy Sammy Rev,1203 E 224th St,Bronx,NY,10466
Emmanuel Baptist Church,PO Box 365,Bronx,NY,10467
St Brendan's Church,333 E 206th St,Bronx,NY,10467
Crawford Memorial Methodist,3751 White Plains Rd,Bronx,NY,10467
Haitian Congregation Of Good,661 E 219th St,Bronx,NY,10467
Action Inn Christ Church Of God,3677 White Plains Rd,Bronx,NY,10467
Creston Avenue Baptist Church,114 E 188th St,Bronx,NY,10468
Heavenly Vision Christian Ctr,2868 Jerome Ave,Bronx,NY,10468
Love Gospel Assembly,2315 Grand Concourse,Bronx,NY,10468
Fordham Manor Reformed Church,2705 Reservoir Ave,Bronx,NY,10468
Church of God,3232 Lurting Ave,Bronx,NY,10469
Emmanuel Seventh Day Chr,3301 Laconia Ave,Bronx,NY,10469
North Bronx Seventh Day Advnts,3743 Bronxwood Ave,Bronx,NY,10469
Burke Avenue Baptist Church,1280 Burke Ave,Bronx,NY,10469
Cathedral Baptist Church,3471 Boston Rd,Bronx,NY,10469
Fountain Spring Baptist Church,3039 Edson Ave,Bronx,NY,10469
St Philip ,1160 E 213th St,Bronx,NY,10469
Eastchester Road Church-God,3020 Eastchester Rd,Bronx,NY,10469
Eastchester Presbyterian Chr,3154 Fish Ave,Bronx,NY,10469
Bronx Church Of Christ,1277 Burke Ave,Bronx,NY,10469
Beulah Church Of God,986 E Gun Hill Rd,Bronx,NY,10469
Acs Adventist Cmm,3308 Edson Ave,Bronx,NY,10469
Agape Love Christian Center,1023 Allerton Ave,Bronx,NY,10469
Church of Good Shepherd,4401 Matilda Ave,Bronx,NY,10470
Wakefield Grace United Meth,4750 White Plains Rd,Bronx,NY,10470
Christ Alive Christian Ctr,PO Box 472,Bronx,NY,10470
St Margaret of Cortona Church,6000 Riverdale Ave,Bronx,NY,10471
Christ Church Riverdale,5030 Henry Hudson Pky E,Bronx,NY,10471
Riverdale Temple,4545 Independence Ave,Bronx,NY,10471
Riverdale Presbyterian Church,4765 Henry Hudson Pky W,Bronx,NY,10471
Chabad Lubavitch Of Riverdale,535 W 246th St,Bronx,NY,10471
Young Israel Of Riverdale,4502 Henry Hudson Pky,Bronx,NY,10471
Green Pastures Baptist Church,1115 Ward Ave,Bronx,NY,10472
Soundview Baptist Church,1272 Croes Ave,Bronx,NY,10472
Church of the Atonement,"1344 Beach Ave, #48",Bronx,NY,10472
Church of the Abiding Presence,1672 E 172nd St,Bronx,NY,10472
Mt Zion Cme Church,1148 Elder Ave,Bronx,NY,10472
Bronx Pentecostal Deliverance,PO Box 46,Bronx,NY,10472
Church of the Revelation,1164 White Plains Rd,Bronx,NY,10472
Harvest Fields Community Chr,PO Box 589,Bronx,NY,10472
Grace ,348 White Plains Rd,Bronx,NY,10473
St John Vianney,715 Castle Hill Ave,Bronx,NY,10473
El Amanecer De La Esperanza,PO Box 70,Bronx,NY,10473
Soundview Presbyterian Church,760 Sound View Ave,Bronx,NY,10473
Ardsley United Methodist,525 Ashford Ave,Ardsley,NY,10502
Hillside Church of Christian,448 Bedford Rd,Armonk,NY,10504
Congregation B'Nai Yisrael,PO Box 7,Armonk,NY,10504
Armonk Methodist Church,PO Box 184,Armonk,NY,10504
St Matthew's Episcopal Church,PO Box 293,Bedford,NY,10506
Bedford Presbyterian Church,PO Box 280,Bedford,NY,10506
Antioch Baptist Church,PO Box 232,Bedford Hills,NY,10507
Bedford Community Church,PO Box 429,Bedford,NY,10507
First Baptist Church-Brewster,21 Oak St,Brewster,NY,10509
St Lawrence O'Toole Church,31 Prospect St,Brewster,NY,10509
Temple Beth Elohim Putnam Cnty,1360 Route 22,Brewster,NY,10509
St Theresa's Church,1394 Pleasantville Rd,Briarcliff Manor,NY,10510
Congregation Sons-Israel,1666 Pleasantville Rd,Briarcliff Manor,NY,10510
Briarcliff Congregational Chr,PO Box 290,Briarcliff Manor,NY,10510
St Christopher's Catholic Chr,94 Albany Post Rd,Buchanan,NY,10511
Trinity Boscobel Methodist Chr,275 Church St,Buchanan,NY,10511
Drew United Methodist Church,PO Box 900,Carmel,NY,10512
Gilead Presbyterian Church,PO Box 74,Carmel,NY,10512
Temple Beth El,229 Bedford Rd,Chappaqua,NY,10514
Church of St John ,15 Saint Johns Pl,Chappaqua,NY,10514
Church of St Mary the Virgin,PO Box 380,Chappaqua,NY,10514
Our Lady of Loretto Church,24 Fair St,Cold Spring,NY,10516
St Augustine's Episcopal Chr,6 Old Post Rd N,Croton-on-Hudson,NY,10520
Holy Name of Mary Church,110 Grand St,Croton-on-Hudson,NY,10520
South Presbyterian Church,343 Broadway,Dobbs Ferry,NY,10522
Sacred Heart Church,18 Bellwood Ave,Dobbs Ferry,NY,10522
Greenburgh Hebrew Ctr,515 Broadway,Dobbs Ferry,NY,10522
Dobbs Ferry Lutheran Church,43 Ashford Ave,Dobbs Ferry,NY,10522
Aldersgate United Methodist Ch,600 Broadway,Dobbs Ferry,NY,10522
Aldersgate United Mthdst Chr,60 Seneca St,Dobbs Ferry,NY,10522
Our Lady of Mt Carmel Church,59 E Main St,Elmsford,NY,10523
Church of the Good Shepherd,PO Box A,Somers,NY,10527
Jewish Community Ctr,130 Union Ave,Harrison,NY,10528
Presbyterian Church-Harrison,PO Box 227,Harrison,NY,10528
Our Lady of Shkodra Church,361 W Hartsdale Ave,Hartsdale,NY,10530
Holy Rosary Catholic Church,170 Bradhurst Ave,Hawthorne,NY,10532
Hawthorne Reformed Church,65 Broadway,Hawthorne,NY,10532
Immaculate Conception Church,16 N Broadway,Irvington,NY,10533
St Barnabas Episcopal Church,15 N Broadway,Irvington,NY,10533
Irvington Presbyterian Church,25 N Broadway,Irvington,NY,10533
St Mary's Church,117 Valley Rd,Katonah,NY,10536
St Lukes Episcopal Church,PO Box 602,Katonah,NY,10536
Katonah United Methodist Chr,7 Bedford Rd,Katonah,NY,10536
Affirmation Presbyterian Church In America,137 Route 100,Katonah,NY,10536
St John ,280 Weaver St,Larchmont,NY,10538
Larchmont Temple,75 Larchmont Ave,Larchmont,NY,10538
Larchmont Avenue Presby Church,60 Forest Pk Ave,Larchmont,NY,10538
