Name,Address,City,State,Zip
Open Door Mennonite Church,1800 Tv Rd,Jackson,MS,39204
Rosemont Mb Church,3930 South Dr,Jackson,MS,39209
County Line Missionary Baptist,109 Lula Baptist Church Rd,Jackson,MS,39209
Blessed Trinity United Mthdst,5045 Clinton Blvd,Jackson,MS,39209
Flag Chapel Baptist Church,738 N Flag Chapel Rd,Jackson,MS,39209
Word Of Faith Christian Center Church,5019 Clinton Blvd,Jackson,MS,39209
Jesus Is Lord Church,4226 Highway 80 W,Jackson,MS,39209
Rehoboth Christian Worship Center,5430 Robinson Road Ext,Jackson,MS,39204
Fourth Episcopal District Cme Chr,5417 Robinson Road Ext,Jackson,MS,39204
Sunshine Baptist Church,825 N Flag Chapel Rd,Jackson,MS,39209
St Paul Presbyterian Church,5125 Robinson Rd,Jackson,MS,39204
Solid Rock International Ministries,5095 Robinson Rd,Jackson,MS,39204
Koinonia Baptist Church,4935 Clinton Blvd,Jackson,MS,39209
Green Pastures Baptist Church,2239 N Flag Chapel Rd,Jackson,MS,39209
New Galilean Baptist Church,3830 N Flag Chapel Rd,Jackson,MS,39213
Big Creek Baptist Church,1091 Big Creek Rd,Jackson,MS,39212
Potters Clay Ministries,3213 Bienville Dr,Jackson,MS,39212
Van Winkle United Methodist,PO Box 157,Gloster,MS,39638
Faith Community Fellowship Church,117 James Monroe Pl,Jackson,MS,39213
Progressive Morningstar Bapt,3677 Robinson St,Jackson,MS,39209
Muslim Association Of Mississippi,2533 W McDowell Rd,Jackson,MS,39204
Holy Tabernacle Apostolic Chr,230 Country Club Dr,Jackson,MS,39209
Breath Of Life Church,214 Country Club Dr,Jackson,MS,39209
Polk Charles E Rev,244 Manchester Ave,Jackson,MS,39209
White Rock Baptist Church,4840 College Hill Dr,Jackson,MS,39209
Johnson Mack L,340 James Garfield Cir,Jackson,MS,39213
Westview Baptist Church,1910 W McDowell Rd,Jackson,MS,39204
Asbury Congregational Mthdst,1112 Cooper Rd,Jackson,MS,39212
Macedonia Ministries Church,1326 Country Club Dr,Jackson,MS,39209
Sanders Johnathan E Rev,6810 Presidential Dr,Jackson,MS,39213
Fairfields Missionary Baptist Church,1162 Dewey St,Jackson,MS,39209
Apostolic Restoration Ministry,2801 Oak Forest Dr,Jackson,MS,39212
Gurdwara Sahib Sikh Temple,4324 Welota Dr,Jackson,MS,39209
Canaan Hills Christian Chr,328 Boling St,Jackson,MS,39209
Miracle Temple Evnglstc-dy Cre,4213 Wainwright Ave,Jackson,MS,39209
West Jackson Ministries,4404 Sagamore St,Jackson,MS,39209
God's Temple In Name,750 Boling St,Jackson,MS,39209
Crossroads Of Life Church,6775 S Siwell Rd,Jackson,MS,39272
Cynthia Church-christ Holiness,3502 N Shellrock Rd,Jackson,MS,39213
Faith Worship ,6893 Medgar Evers Blvd,Jackson,MS,39213
Anderson South United Method,1315 W McDowell Rd,Jackson,MS,39204
New Beginning Ministries,1810 Shady Lane Dr,Jackson,MS,39204
Turning Point Mission Center,1814 Shady Lane Dr,Jackson,MS,39204
St Paul Church-god In Christ,3328 Oak Forest Dr,Jackson,MS,39212
Mississippi Baptist Seminary,3160 J R Lynch St,Jackson,MS,39209
God's Refuge Christian Fellowship Center,1931 Boling St,Jackson,MS,39213
Miracle City Fellowship Church,2005 Boling St,Jackson,MS,39213
New Zion Baptist Church,223 Cottonwood Dr,Jackson,MS,39213
Salvation Army,535 Ford Ave,Jackson,MS,39209
Word Of Christ Ministry,3051 J R Lynch St,Jackson,MS,39209
Rising Sun Missionary Baptist Church,3001 St Charles St,Jackson,MS,39209
Victory Ame Zion Church,715 Cooper Rd,Jackson,MS,39212
New Life United Pentecostal Church,1011 Pecan Park Cir,Jackson,MS,39209
Hosanna Bible College,3475 Jayne Ave,Jackson,MS,39209
Refuge Church,1129 Joanne St,Jackson,MS,39204
New Birth Outreach Ministries,1044 Pecan Park Cir,Jackson,MS,39209
Body Of Christ For Gospel,1120 Joanne St,Jackson,MS,39204
Victory Metropolitan Full Chr,125 Jackson West Blvd,Jackson,MS,39209
Voice Of Calvary Ministries,1065 Pecan Park Cir,Jackson,MS,39209
Way Of Grace Baptist Church,625 Cooper Rd,Jackson,MS,39212
Chatman Joe Lee,2828 St Charles St,Jackson,MS,39209
Boyd Samuel H Sr Dr,2519 Robinson St,Jackson,MS,39209
New Heights Seventh Day Church,3220 Forest Avenue Ext,Jackson,MS,39213
Revelation Of Christ Kingdom,609 McCluer Rd,Jackson,MS,39212
Church Within A Church,3211 Jayne Ave,Jackson,MS,39209
Spoken Word Ministries,125 Texas Ave,Jackson,MS,39209
Alabaster Church-god In Christ,940 W McDowell Rd,Jackson,MS,39204
Pine Grove Mb Church,10651 Highway 49 N,Jackson,MS,39209
Life Center Ministries,3107 W Capitol St,Jackson,MS,39209
New Horizon Bookstore,1704 Ellis Ave,Jackson,MS,39204
St John Mb Church,4895 Medgar Evers Blvd,Jackson,MS,39213
St Mary Catholic Church,653 Claiborne Ave,Jackson,MS,39209
New Solid Rock Christian Chr,3011 Forest Avenue Ext,Jackson,MS,39213
Koinonia Ministries Cdc,325 Swan Lake Dr,Jackson,MS,39212
Break Threw Prophetic Outreach,1028 Pecan Blvd,Jackson,MS,39209
Central Community Church-god,2305 St Charles St,Jackson,MS,39209
Amazing Institutional Cogic,2603 W Capitol St,Jackson,MS,39209
Christ King Catholic Center,2307 J R Lynch St,Jackson,MS,39209
Christ King Catholic Chr,2303 J R Lynch St,Jackson,MS,39209
Refuge Temple Family Life Center,4456 Medgar Evers Blvd,Jackson,MS,39213
New Horizon Church,2717 Belvedere Dr,Jackson,MS,39212
Free Mission Mb Church,2229 Florence Ave,Jackson,MS,39204
Greater Mt Bethel Church-chrst,159 Fredrica Ave,Jackson,MS,39209
Church Leadership,453 Cambridge Ln,Jackson,MS,39212
Lynch Street Christian Mthdst,2175 J R Lynch St,Jackson,MS,39209
St Mary Missionary Baptist Chr,2955 Sunray Dr,Jackson,MS,39213
House Of Prayer,2209 W Capitol St,Jackson,MS,39209
Sweet Rock Missionary Baptist,1233 Valley St,Jackson,MS,39203
Harvest Celebration Evnglstc,233 McCluer Rd,Jackson,MS,39212
John M Perkins Foundation,1831 Robinson St,Jackson,MS,39209
St Therese Catholic Church,309 W McDowell Rd,Jackson,MS,39204
First Hyde Park Mb Church,2750 Coleman Ave,Jackson,MS,39213
Liberty Point Community Church,2839 Kingsroad Ave,Jackson,MS,39213
New Life Miracle Christian,2815 W Northside Dr,Jackson,MS,39213
Tabernacle Church,324 Raymond Rd,Jackson,MS,39204
Victory In Jesus Outreach,1775 Booker St,Jackson,MS,39204
Antioch Missionary Baptist,114 Old Mobile Hwy,Lucedale,MS,39452
United Christian Church,1730 Florence Ave,Jackson,MS,39204
Ebenezer Apostolic Ministries,2508 Emmitt Ave,Jackson,MS,39213
Antioch Baptist Church,1044 High School Rd,Leakesville,MS,39451
We Care Church,139 Colonial Dr,Jackson,MS,39204
True Gospel International Church,3885 Terry Rd,Jackson,MS,39212
Antioch Nd Church,1912 W Capitol St,Jackson,MS,39209
8Th Episcopal District Ame Chr,5450 Executive Pl,Jackson,MS,39206
Aldersgate United Methodist,820 Evergreen St,Starkville,MS,39759
All Saints Episcopal Church,469 S Main St,Grenada,MS,38901
Anointed Art Christian Church,5846 N Commerce Plz,Jackson,MS,39206
Apaw Ministries,4060 Oaklawn Dr,Jackson,MS,39206
Assemblies Of God State Hdqtrs,5360 I 55 N,Jackson,MS,39211
Association-independent Mthdst,405 Marquis St,Jackson,MS,39206
Baha'i Faith,822696 PO Box,Vicksburg,MS,0
Baker John Reverend,4315 California Ave,Jackson,MS,39213
Baptist Healthplex,703 N Lamar Blvd,Oxford,MS,38655
Baptist Medical Clinic - Northtown,6250 Old Canton Rd,Jackson,MS,39211
Central Baptist Church,PO Box 2277,Bay St Louis,MS,39521
Dixie Baptist Church,111 Dixie Church Rd,Hattiesburg,MS,39401
Ebenezer Baptist Church,PO Box 2988,Gulfport,MS,39505
First Baptist Church-Oak Grove,4931 Old Highway 11,Hattiesburg,MS,39402
House of the Lord Baptist Chr,2000 W 4th St,Hattiesburg,MS,39401
Immanuel Baptist Church,7423 New Craft Rd,Olive Branch,MS,38654
Magnolia Baptist Church,PO Box 15907,Hattiesburg,MS,39404
Mt Carmel Baptist Church,PO Box 929,Hattiesburg,MS,39403
Mt Olive Baptist Church,1313 Country Club Rd,Hattiesburg,MS,39401
Rawls Springs Baptist Church,55 Rawls Springs Rd,Hattiesburg,MS,39402
Richburg Baptist Church,72 Sandy Run Rd,Hattiesburg,MS,39402
Shady Grove Baptist Church,PO Box 968,Hattiesburg,MS,39403
South 28th Ave Baptist Church,1122 S 28th Ave,Hattiesburg,MS,39402
Thirty Eighth Av Baptist Chrch,419 N 38th Ave,Hattiesburg,MS,39401
Truelight Baptist Church,840 Old Highway 42,Hattiesburg,MS,39401
University Baptist Church,3200 Arlington Loop,Hattiesburg,MS,39401
West Point Baptist Church,184 Hartfield Rd,Hattiesburg,MS,39402
Westover Baptist Church,4903 W 4th St,Hattiesburg,MS,39402
Willow Pointe Church,4 Willow Pt,Hattiesburg,MS,39402
Sacred Heart Catholic Church,PO Box 361,Canton,MS,39046
St Thomas Catholic Church,720 E Beach Blvd,Long Beach,MS,39560
Trinity Episcopal Church,PO Box 459,Pass Christian,MS,39571
Community Bible Church,1124 S 28th Ave,Hattiesburg,MS,39402
St John Lutheran Church,2001 Hardy St,Hattiesburg,MS,39401
Court Street United Methodist,609 Southern Ave,Hattiesburg,MS,39401
Heritage United Methodist Chr,4322 Popps Ferry Rd,D'Iberville,MS,39540
Main Street United Methodist,PO Box 28,Bay St Louis,MS,39520
Oak Grove United Meth Church,4915 Old Highway 11,Hattiesburg,MS,39402
Parkway Heights United,2420 Hardy St,Hattiesburg,MS,39401
Grace Temple,1131 Richburg Rd,Hattiesburg,MS,39402
Kensington Woods Church,415 S 40th Ave,Hattiesburg,MS,39402
River of Life Church,6837 U S Highway 98,Hattiesburg,MS,39402
Greater Truway Apostolic Chr,621 Mobile St,Hattiesburg,MS,39401
Tabernacle of Prayer,PO Box 903,Hattiesburg,MS,39403
Woodland Presbyterian Church,3903 Lincoln Rd,Hattiesburg,MS,39402
Praise Assembly Of God,4900 Old Highway 11,Hattiesburg,MS,39402
University Assembly Of God,330 River Rd,Ellisville,MS,39437
International House Of Prayer,3713 Main St,Moss Point,MS,39563
Kingdom Hall Of Jehovah's,568 Old Canton Rd,Carthage,MS,39051
Hattiesburg Church Of God,5264 Highway 42,Hattiesburg,MS,39401
First Church Of Nazarene,700 Yale St,Cleveland,MS,38732
40Th Avenue Church Of God,1001 S 40th Ave,Hattiesburg,MS,39402
Abundant Life Family Church,703 Emerald Ln,Hattiesburg,MS,39401
Allen Kimble Pastor,255 Mary Magdalene Rd,Hattiesburg,MS,39401
Baptist Medical ,11 Plaza Dr,Hattiesburg,MS,39402
Arlington Heights Baptist Chr,3819 Arlington St,Pascagoula,MS,39581
Ingalls Avenue Baptist Church,PO Box 358,Pascagoula,MS,39568
Parkway Baptist Church,802 N Frontage Rd,Clinton,MS,39056
Riverside Baptist Church,PO Box 1686,Pascagoula,MS,39568
Our Lady of Victories,PO Box 368,Pascagoula,MS,39568
Sacred Heart Church,PO Box 2190,Pascagoula,MS,39569
St Peter the Apostle Church,PO Box 876,Pascagoula,MS,39568
St John's Episcopal Church,705 Rayburn Ave,Ocean Springs,MS,39564
First Church of the Nazarene,PO Box 1512,Pascagoula,MS,39568
Christ Lutheran Church,PO Box 877,Pascagoula,MS,39568
Asbury Chapel Ame Zion Chr,1205 Convent Ave,Pascagoula,MS,39567
Eastlawn United Methodist Chr,2502 Ingalls Ave,Pascagoula,MS,39567
Bethel Assembly of God Church,PO Box 967,Pascagoula,MS,39568
Central Church Of Christ,2462 Highway 61 S,Port Gibson,MS,39150
Our Lady Of Victories,503 Convent Ave,Pascagoula,MS,39567
Victory Praise ,2305 Chicot St,Pascagoula,MS,39581
Church Of Jesus Christ Of Lds,1720 Read Rd,Picayune,MS,39466
Apostolic Church-jesus Christ,3705 Old Mobile Ave,Pascagoula,MS,39581
Asbury Chapel Ame Zion Church,1109 Convent Ave,Pascagoula,MS,39567
Assembley Of Praise,1818 Jackson Ave,Pascagoula,MS,39567
Baxterville Baptist Church,625 Gulf Camp Rd,Lumberton,MS,39455
Caney Baptist Church,13 Luther Saucier Rd,Lumberton,MS,39455
First Baptist Church of Carnes,441 Norman Fairley Rd,Lumberton,MS,39455
Our Lady of Perpetual Help,379 W Seneca Rd,Lumberton,MS,39455
Bayou Talla Fellowship,PO Box 26,Kiln,MS,39556
Victory Baptist Church,25310 Highway 603,Kiln,MS,39556
Annunciation Catholic Church,5370 Kiln Delisle Rd,Kiln,MS,39556
Bayou View Baptist Church,4709 Chamberlain Ave,Gulfport,MS,39507
Bel-Aire Baptist Church,15080 Dedeaux Rd,Gulfport,MS,39503
Bible Baptist Church,12200 Dedeaux Rd,Gulfport,MS,39503
Broadmoor Baptist Church,1531 Highland Colony Pky,Madison,MS,39110
Campground Baptist Church,20577 Highway 53,Gulfport,MS,39503
Faith Baptist Church,8467 Canal Rd,Gulfport,MS,39503
Fernwood Baptist Church,2307 E Pass Rd,Gulfport,MS,39507
First Baptist Church of Lyman,14321 Old Highway 49,Gulfport,MS,39503
First Baptist Church-Lizana,23132 Highway 53,Gulfport,MS,39503
Forrest Heights Baptist Church,5215 Ohio Ave,Gulfport,MS,39501
Grace Memorial Baptist Church,PO Box 1343,Gulfport,MS,39502
Gulf Gardens Baptist Church,1415 38th Ave,Gulfport,MS,39501
Gulfport Heights Baptist Chr,4617 29th St,Gulfport,MS,39501
Handsboro Baptist Church,1421 E Pass Rd,Gulfport,MS,39507
Hillside Baptist Church,13080 Highway 49,Gulfport,MS,39503
Little Rock Baptist Church,4538 Old Pass Rd,Gulfport,MS,39501
Mercy Seat Baptist Church,1541 20th St,Gulfport,MS,39501
Michael Memorial Baptist Chr,15053 John Clark Rd,Gulfport,MS,39503
Mount Bethel Baptist Church,PO Box 534,Gulfport,MS,39502
Mt Calvary Baptist Church,10314 Canal Rd,Gulfport,MS,39503
Pass Road Baptist Church,208 Pass Rd,Gulfport,MS,39507
St James Baptist Church,604 25th St,Gulfport,MS,39501
St James Catholic Church,PO Box 7267,Gulfport,MS,39506
St John Catholic Church,PO Box 970,Gulfport,MS,39502
St Joseph Catholic Church,12290 Depew Rd,Gulfport,MS,39503
St Theresa Catholic Church,3521 19th St,Gulfport,MS,39501
St Peter's By-the-Sea Epscpl,1912 E Beach Blvd,Gulfport,MS,39501
St Matthew Evangelical Luth,1301 31st Ave,Gulfport,MS,39501
Gateway United Methodist Chr,16020 S Swan Rd,Gulfport,MS,39503
Handsboro United Methodist Chr,2333 Demaret Dr,Gulfport,MS,39507
Mississippi City United Meth,219 Courthouse Rd,Gulfport,MS,39507
Nugent Child Development Ctr,13183 John Clark Rd,Gulfport,MS,39503
Trinity United Methodist Chr,5007 Lawson Ave,Gulfport,MS,39507
Northwood Christian Academy,14281 Oneal Rd,Gulfport,MS,39503
Westminster Presbyterian Chr,5005 Lawson Ave,Gulfport,MS,39507
Family Worship Center Of Gulfport,15011 Parkwood Dr N,Gulfport,MS,39503
Gulfport Church Of Christ,17298 Landon Rd,Gulfport,MS,39503
Unity Church Of Gulfport,1700 E Railroad St,Gulfport,MS,39501
First Assembly Of God Church,18 Tisdale Rd,Ellisville,MS,0
River Of Life Church Of God,14185 John Clark Rd,Gulfport,MS,39503
