Style,ATS COLOR,COLOR,SIZE,URL,INDEX
HD1502,BLK/PNK, Black-pink,OS,https://dl.dropboxusercontent.com/s/1g1w4hwg6yavqgo/HD1502%20Black-pink_wm.jpg?dl=0,0
HG1007,CHAM, Champagne,OS,https://dl.dropboxusercontent.com/s/9sa0kkmqzwjmw3d/HG1007%20Champagne_wm.jpg?dl=0,0
HG1007,Emerald, Emerald,OS,https://dl.dropboxusercontent.com/s/1lmvtxzyr9z5486/HG1007%20Emerald_wm.jpg?dl=0,0
HG1007,ICE BLUE, Ice blue,OS,https://dl.dropboxusercontent.com/s/edshob5c3dpb5da/HG1007%20Ice%20blue_wm.jpg?dl=0,0
HG1007,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/idfm3r035why9tr/HG1007%20Navy_wm.jpg?dl=0,0
HG1007,SIL, Silver,OS,https://dl.dropboxusercontent.com/s/2z2iqrny1vqb3i1/HG1007%20Silver_wm.jpg?dl=0,0
HG1035,BLK/ROYAL, Black-royal,OS,https://dl.dropboxusercontent.com/s/zkt6a1130e3smhx/HG1035%20Black-royal_wm.jpg?dl=0,0
HG1037/39,GOLD/WHT, Gold-white,OS,https://dl.dropboxusercontent.com/s/xn8iyg5ht5tsdas/HG1037-39%20Gold-white_wm.jpg?dl=0,0
HG1040,PEACOCK, Peacock,OS,https://dl.dropboxusercontent.com/s/0cgy9354lxuz54k/HG1040%20Peacock_wm.jpg?dl=0,0
HG1040,VIOLET, Violet,OS,https://dl.dropboxusercontent.com/s/vphoya5rsfn3r2u/HG1040%20Violet_wm.jpg?dl=0,0
HG1046,PURPLE, Purple,OS,https://dl.dropboxusercontent.com/s/72gk5kwyaticpzr/HG1046%20Purple_wm.jpg?dl=0,0
HG1046,TURQ, Turq,OS,https://dl.dropboxusercontent.com/s/t59yw64y5q4gynk/HG1046%20Turq_wm.jpg?dl=0,0
HG1059,BLK, Black,OS,https://dl.dropboxusercontent.com/s/3488ia6bdwh62ny/HG1059%20Black_wm.jpg?dl=0,0
HG1059,FUCHSIA, Fuchsia,OS,https://dl.dropboxusercontent.com/s/29o1wu7b69w88bo/HG1059%20Fuchsia_wm.jpg?dl=0,0
HG1060,LAV, Lavender,OS,https://dl.dropboxusercontent.com/s/k95r7fplmyndcox/HG1060%20Lavender_wm.jpg?dl=0,0
HG1060,OFF WHT, Off White,OS,https://dl.dropboxusercontent.com/s/e978zk4ex3zbur6/HG1060%20Off%20White_wm.jpg?dl=0,0
HG1060,OFF WHT, OffWhite,OS,https://dl.dropboxusercontent.com/s/h73ce96it229cve/HG1060%20OffWhite_wm.jpg?dl=0,0
HG1061,BLUE, Blue,OS,https://dl.dropboxusercontent.com/s/pr8svu7762knc2l/HG1061%20Blue_wm.jpg?dl=0,0
HG1061,SIL, Silver,OS,https://dl.dropboxusercontent.com/s/qz3rn6b9s555bda/HG1061%20Silver_wm.jpg?dl=0,0
HG1062,MUSTARD, Mustard,OS,https://dl.dropboxusercontent.com/s/rhllh51ws2wesck/HG1062%20Mustard_wm.jpg?dl=0,0
HG1066,FUCHSIA, Fuchsia,OS,https://dl.dropboxusercontent.com/s/beh8qokan29l5h8/HG1066%20Fuchsia_wm.jpg?dl=0,0
HG1067/68,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/e4l492csulci1tp/HG1067-68%20Navy_wm.jpg?dl=0,0
HG1067/68,PURPLE, Purple-gold,OS,https://dl.dropboxusercontent.com/s/dcthgq9vpnkamrs/HG1067-68%20Purple-gold_wm.jpg?dl=0,0
HG1067/68,RED, Purple-gold,OS,https://dl.dropboxusercontent.com/s/dcthgq9vpnkamrs/HG1067-68%20Purple-gold_wm.jpg?dl=0,0
HG1067/68,RED, Red-blk,OS,https://dl.dropboxusercontent.com/s/kpezdj3k8g33uba/HG1067-68%20Red-blk_wm.jpg?dl=0,0
HG1069,CINNAMON, Cinnamon,OS,https://dl.dropboxusercontent.com/s/7uknb1f7f6wuzkj/HG1069%20Cinnamon_wm.jpg?dl=0,0
HG1081,BLK, Black,OS,https://dl.dropboxusercontent.com/s/uijgz5e2qtis8jl/HG1081%20Black_wm.jpg?dl=0,0
HG1081,MUSTARD GLD, Mustard gold,OS,https://dl.dropboxusercontent.com/s/rgginblu2zf9v0v/HG1081%20Mustard%20gold_wm.jpg?dl=0,0
HG1081,RED, Red,OS,https://dl.dropboxusercontent.com/s/hgmygdyw6hp7ezo/HG1081%20Red_wm.jpg?dl=0,0
HM1020,BLK, Black,OS,https://dl.dropboxusercontent.com/s/4yiwhb3ztdy4ef9/HM1020%20Black_wm.jpg?dl=0,0
HM1020,WHT, White,OS,https://dl.dropboxusercontent.com/s/2v7dq531hj5sv54/HM1020%20White_wm.jpg?dl=0,0
HM935,BLK, Black,OS,https://dl.dropboxusercontent.com/s/tjb80l1x14zyjhg/HM935%20Black_wm.jpg?dl=0,0
HM935,CHOCO, Chocolate,OS,https://dl.dropboxusercontent.com/s/5g3tpj2tiioh530/HM935%20Chocolate_wm.jpg?dl=0,0
HM935,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/o2ssdn24c1sg9su/HM935%20Navy_wm.jpg?dl=0,0
HM935,RYL, Royal,OS,https://dl.dropboxusercontent.com/s/e8visbkvbsgs2mr/HM935%20Royal_wm.jpg?dl=0,0
HM935,WHT, White,OS,https://dl.dropboxusercontent.com/s/exk68tmf0ls6r6a/HM935%20White_wm.jpg?dl=0,0
HM944,CHAM, Champ,OS,https://dl.dropboxusercontent.com/s/ibj1ta3m66jxeap/HM944%20Champ_wm.jpg?dl=0,0
HM944,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/exmmq2h8h6l3rh7/HM944%20Navy_wm.jpg?dl=0,0
HM948,LILAC, Lilac,OS,https://dl.dropboxusercontent.com/s/8v2akeokd1ld02v/HM948%20Lilac_wm.jpg?dl=0,0
HM948,PASTEL GRN, Pastel Green,OS,https://dl.dropboxusercontent.com/s/iou7ys13f9yykgl/HM948%20Pastel%20Green_wm.jpg?dl=0,0
HM949,BLK, Black,OS,https://dl.dropboxusercontent.com/s/ohjw8hnyu66ae68/HM949%20Black_wm.jpg?dl=0,0
HM953,ROSE, Rose,OS,https://dl.dropboxusercontent.com/s/enni1c7qfhs3d9c/HM953%20Rose_wm.jpg?dl=0,0
HM953,SAPPHIRE, Sapphire,OS,https://dl.dropboxusercontent.com/s/q1j6gcim7ydr66e/HM953%20Sapphire_wm.jpg?dl=0,0
HM954,PINK, Pink,OS,https://dl.dropboxusercontent.com/s/xqrwow2uj6twdmw/HM954%20Pink_wm.jpg?dl=0,0
HM956,PEACOCK, Peacock,OS,https://dl.dropboxusercontent.com/s/68z80uz8he6kk5e/HM956%20Peacock_wm.jpg?dl=0,0
HM957,PURPLE, Purple,OS,https://dl.dropboxusercontent.com/s/k3fdq4qjc1uslag/HM957%20Purple_wm.jpg?dl=0,0
HM957,RED, Red,OS,https://dl.dropboxusercontent.com/s/mhwph0h3xiu7ac2/HM957%20Red_wm.jpg?dl=0,0
HM957,SAPPHIRE, Sapphire,OS,https://dl.dropboxusercontent.com/s/9rg41285f1dix30/HM957%20Sapphire_wm.jpg?dl=0,0
HM958,BLUE, Blue,OS,https://dl.dropboxusercontent.com/s/vptyyxcg32muh6x/HM958%20Blue_wm.jpg?dl=0,0
HM958,PEACOCK, Peacock,OS,https://dl.dropboxusercontent.com/s/4vcknp99hj1njki/HM958%20Peacock_wm.jpg?dl=0,0
HM958,PINK, Pink,OS,https://dl.dropboxusercontent.com/s/zdrz4qbwokg6d8q/HM958%20Pink_wm.jpg?dl=0,0
HM959,Animal, Animal,OS,https://dl.dropboxusercontent.com/s/fysdua6xi8lya73/HM959%20Animal_wm.jpg?dl=0,0
HM960,BLK, Black,OS,https://dl.dropboxusercontent.com/s/8lcpslmbke4hgtc/HM960%20Black_wm.jpg?dl=0,0
HM960,BLUE, Blue,OS,https://dl.dropboxusercontent.com/s/6vp260983r6m0pa/HM960%20Blue_wm.jpg?dl=0,0
HM960,MAUVE, Mauve,OS,https://dl.dropboxusercontent.com/s/cb431iffbrcjs8m/HM960%20Mauve_wm.jpg?dl=0,0
HM960,PINK, Pink,OS,https://dl.dropboxusercontent.com/s/5prrtkeu336hr7c/HM960%20Pink_wm.jpg?dl=0,0
HM960,WHT, White,OS,https://dl.dropboxusercontent.com/s/ulk7kryku1livrj/HM960%20White_wm.jpg?dl=0,0
HM961,LAV, Lavender,OS,https://dl.dropboxusercontent.com/s/bwakmrhw142xvdr/HM961%20Lavender_wm.jpg?dl=0,0
HM961,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/e954w6qnkrdvs4j/HM961%20Navy_wm.jpg?dl=0,0
HM961,YELLOW, Yellow,OS,https://dl.dropboxusercontent.com/s/52htnsjvtd9hsgn/HM961%20Yellow_wm.jpg?dl=0,0
HM964,LIME, Lime,OS,https://dl.dropboxusercontent.com/s/sdmcxvszye83alc/HM964%20Lime_wm.jpg?dl=0,0
HM964,WHT, White,OS,https://dl.dropboxusercontent.com/s/82lujliuvlv96yg/HM964%20White_wm.jpg?dl=0,0
HM965,ICE BLUE, IceBlue,OS,https://dl.dropboxusercontent.com/s/k06ibs21hewlr7u/HM965%20IceBlue_wm.jpg?dl=0,0
HM965,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/tw10hanm9hesona/HM965%20Navy_wm.jpg?dl=0,0
HM965,PINK, Pink,OS,https://dl.dropboxusercontent.com/s/095p941gyvs4v02/HM965%20Pink_wm.jpg?dl=0,0
HM965,WHT, White,OS,https://dl.dropboxusercontent.com/s/k80m1mhy3pxqsey/HM965%20White_wm.jpg?dl=0,0
HM967,BLK, Black,OS,https://dl.dropboxusercontent.com/s/elon7m33ik6kag0/HM967%20Black_wm.jpg?dl=0,0
HM967,BLUE, Blue,OS,https://dl.dropboxusercontent.com/s/xzb8xnoog57p3v1/HM967%20Blue_wm.jpg?dl=0,0
HM967,PINK, Pink,OS,https://dl.dropboxusercontent.com/s/jvmovejmu98tmec/HM967%20Pink_wm.jpg?dl=0,0
HM967,WHT, White,OS,https://dl.dropboxusercontent.com/s/p9vlzo8u6yt6tcl/HM967%20White_wm.jpg?dl=0,0
HM968,BLK, Black,OS,https://dl.dropboxusercontent.com/s/mne7c9aox0dnvrz/HM968%20Black_wm.jpg?dl=0,0
HM968,PURPLE, Purple,OS,https://dl.dropboxusercontent.com/s/82nrixlogabgaul/HM968%20Purple_wm.jpg?dl=0,0
HM968,RED, Red,OS,https://dl.dropboxusercontent.com/s/ahv3adami4fm54o/HM968%20Red_wm.jpg?dl=0,0
HM968,RYL, Royal,OS,https://dl.dropboxusercontent.com/s/8q895ijzlszfiim/HM968%20Royal_wm.jpg?dl=0,0
HM968,WHT, White,OS,https://dl.dropboxusercontent.com/s/kwyxj9nh9j0zoko/HM968%20White_wm.jpg?dl=0,0
HM969,W/B, White-black,OS,https://dl.dropboxusercontent.com/s/molsx53xts4ytdo/HM969%20White-black_wm.jpg?dl=0,0
HM970,BLK, Black,OS,https://dl.dropboxusercontent.com/s/2vlosnq93ycrkcq/HM970%20Black_wm.jpg?dl=0,0
HM970,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/6ld71ii0nmu4217/HM970%20Navy_wm.jpg?dl=0,0
HM970,WHT, White,OS,https://dl.dropboxusercontent.com/s/osvggk1dc3fomg7/HM970%20White_wm.jpg?dl=0,0
HM971,BLK, Black,OS,https://dl.dropboxusercontent.com/s/f27dusrps9dexrq/HM971%20Black_wm.jpg?dl=0,0
HM971,PURPLE, Purple,OS,https://dl.dropboxusercontent.com/s/765gj2dsrfnnrhp/HM971%20Purple_wm.jpg?dl=0,0
HM971,RYL, Royal,OS,https://dl.dropboxusercontent.com/s/2xvniapnindfp3o/HM971%20Royal_wm.jpg?dl=0,0
HR1020,PURPLE, Purple,OS,https://dl.dropboxusercontent.com/s/aujefinm45lsp6y/HR1020%20Purple_wm.jpg?dl=0,0
HR1030,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/z2joibjt0czi4o6/HR1030%20Navy_wm.jpg?dl=0,0
HR1031,GREEN, Green,OS,https://dl.dropboxusercontent.com/s/iqf54qag6fwskzs/HR1031%20Green_wm.jpg?dl=0,0
HR1031,SIL, Silver,OS,https://dl.dropboxusercontent.com/s/jpzb6f3fd729y0s/HR1031%20Silver_wm.jpg?dl=0,0
HR1031,TURQ, Turq,OS,https://dl.dropboxusercontent.com/s/wflphlplde48ehg/HR1031%20Turq_wm.jpg?dl=0,0
HR1031,WHT, White,OS,https://dl.dropboxusercontent.com/s/7bmtfg6nlz6rqu5/HR1031%20White_wm.jpg?dl=0,0
HR1037,BLK, Black,OS,https://dl.dropboxusercontent.com/s/vulc9ucg0ydg3fo/HR1037%20Black_wm.jpg?dl=0,0
HR1037,CHAM, Champagne,OS,https://dl.dropboxusercontent.com/s/touw5yjzbu5lzk5/HR1037%20Champagne_wm.jpg?dl=0,0
HR1037,NAVY, Navy,OS,https://dl.dropboxusercontent.com/s/3rgegk33g33uoz6/HR1037%20Navy_wm.jpg?dl=0,0
HR1037,RED, Red,OS,https://dl.dropboxusercontent.com/s/upi7qsi6j9mn57j/HR1037%20Red_wm.jpg?dl=0,0
HR1037,SIL, Silver,OS,https://dl.dropboxusercontent.com/s/uxtrkwznjlvkltd/HR1037%20Silver_wm.jpg?dl=0,0
HR1037,WHT, White,OS,https://dl.dropboxusercontent.com/s/7y5xypu141m2u7c/HR1037%20White_wm.jpg?dl=0,0
HR1038,CHAMP/CHOCO, Champ-Choco,OS,https://dl.dropboxusercontent.com/s/n01ya13iiev7m4p/HR1038%20Champ-Choco_wm.jpg?dl=0,0
HR1038,SIL/ST, Silver-Steel,OS,https://dl.dropboxusercontent.com/s/mt5s3i3y5wgajez/HR1038%20Silver-Steel_wm.jpg?dl=0,0
HR1038,W/B, White-blk,OS,https://dl.dropboxusercontent.com/s/lnsqmr93vof4j1r/HR1038%20White-blk_wm.jpg?dl=0,0
HR1052,BLACK/WHT, Black-White,OS,https://dl.dropboxusercontent.com/s/cp6xnn9bfn4hela/HR1052%20Black-White_wm.jpg?dl=0,0
HR1053,BLK, Black,OS,https://dl.dropboxusercontent.com/s/p8egghzuehfpxvj/HR1053%20Black_wm.jpg?dl=0,0
HR1053,PURPLE, Purple,OS,https://dl.dropboxusercontent.com/s/92ojnsa7zqsk7sr/HR1053%20Purple_wm.jpg?dl=0,0
HR1055,CHAM, Champagne,OS,https://dl.dropboxusercontent.com/s/pa9wjrijkvqpjh3/HR1055%20Champagne_wm.jpg?dl=0,0
HR1055,CHOCO, Chocolate,OS,https://dl.dropboxusercontent.com/s/kb4c918kcox4a86/HR1055%20Chocolate_wm.jpg?dl=0,0
HR1055,IVY, Ivory,OS,https://dl.dropboxusercontent.com/s/rkhnuxd7irdwx79/HR1055%20Ivory_wm.jpg?dl=0,0
HR1055,SIL, Silver,OS,https://dl.dropboxusercontent.com/s/cje1t2dszjz1nxt/HR1055%20Silver_wm.jpg?dl=0,0
HR1056,CRAN, Cranberry,OS,https://dl.dropboxusercontent.com/s/oolalc4touam203/HR1056%20Cranberry_wm.jpg?dl=0,0
HR1056,RED, Red,OS,https://dl.dropboxusercontent.com/s/msvn5f05ed6j2zu/HR1056%20Red_wm.jpg?dl=0,0
HR1056,RYL, Royal,OS,https://dl.dropboxusercontent.com/s/ftbzx0w5jytjl4a/HR1056%20Royal_wm.jpg?dl=0,0
HR1056,WHT, White,OS,https://dl.dropboxusercontent.com/s/ro4vzaleus36bxu/HR1056%20White_wm.jpg?dl=0,0
